1d,7d
42030.8235,44814.53
42429.4148,44915.2555
42715.1449,45000.2787
42979.7101,45082.9449
43299.4623,45274.036
43099.4029,45032.9339
42964.229,45271.1337
42719.6988,45830.6366
42586.8003,43449.2922
42236.6523,42165.3469
42375.2439,40586.382
42552.5802,40288.2427
42546.5548,39608.2229
42231.657,38336.7569
41165.0176,37882.4086
40917.7947,37035.2838
40697.082,37685.353
39892.0576,37914.7629
40419.2204,38576.5622
40777.0311,38857.8697
40902.5397,40093.7847
41144.9609,40686.5729
41620.1112,42075.9329
43477.9284,44029.5149
43932.1987,44477.527
44303.2666,44518.8409
44336.3802,44664.5106
44586.5423,44988.3616
44879.4063,45077.6523
44997.9962,45231.266
44780.1016,45247.5176
45371.8295,45473.6552
42813.7409,43065.6199
41267.879,41736.9166
40099.7914,40519.9528
39276.8501,39933.4383
38606.5937,39994.3158
37917.782,39425.2731
38187.0759,39225.0724
36623.1757,38237.4998
36596.2196,38738.3904
36829.3313,38705.021
38044.9672,39365.1965
38821.6393,40010.1816
39143.611,40672.8083
40233.6817,41425.0266
41585.6984,42223.8401
43310.0506,44414.5909
43973.5008,44763.8552
44816.3401,45017.8517
44940.8999,45977.2633
44877.298,46190.5285
45184.7535,46412.6687
44884.542,46246.1572
45063.9831,46000.7401
45009.6076,45900.5872
42418.0809,42374.4232
41651.0341,40897.8692
40363.9473,39909.1234
39419.0531,39120.1001
38991.8954,39626.2592
37802.7615,39447.2475
37940.6726,38207.4197
37410.6593,37967.3752
37478.419,38357.1171
37895.046,38215.4383
38181.1889,38865.3599
39178.0573,40230.2557
39445.0245,40314.0681
40138.9009,41023.5228
40816.1053,42230.306
41796.8773,43781.5419
42565.6384,44482.5155
42813.1906,44543.7588
42958.9931,44440.0174
43225.6435,44630.45
43645.735,44963.8023
43814.6684,45057.1406
43877.5256,44489.724
44737.917,45410.4479
42054.8549,42558.4356
41034.7576,41317.3883
40736.9562,40454.5262
40716.9674,39816.9386
40559.5603,39133.056
39970.7868,38554.5969
39564.9733,38308.4964
38058.8086,37216.1125
38536.3273,38051.6229
39616.154,37223.5643
40049.9737,38789.3669
41364.9894,39618.7232
41888.2954,40150.3537
42474.4561,40704.4128
43115.6182,41378.5214
44053.9901,43123.522
44232.7446,43813.5198
44486.0372,44048.8525
44589.341,45052.0701
44801.2945,45154.6608
45161.356,45443.2351
45060.966,45017.8444
44937.2252,45266.9628
44858.7157,44351.2042
43254.0024,42109.8818
41453.1138,40248.0176
40838.5706,39125.272
39842.7139,38402.7009
39690.9781,37819.4537
39788.2457,37549.6273
39596.9711,36549.0004
38952.8718,36884.1112
39489.8371,36792.4912
39375.2822,37305.8082
40190.4405,37800.5812
40843.2019,37938.52
40986.5307,38157.5462
41966.7075,38863.6456
42301.2208,40014.071
43146.5696,42228.3495
43437.7265,42883.1544
43396.455,43093.81
43845.3382,43450.9744
43944.6242,43770.7915
44001.0251,44047.1136
44216.3776,44029.0944
44229.312,44010.432
44550.9071,43244.1127
42378.4028,42603.8727
41571.4701,42596.7765
40812.4916,42607.327
40586.1746,42637.1577
40064.9767,41557.4418
39552.6693,40877.4981
38777.6932,40475.4239
38525.2622,39586.8425
37979.2765,39178.4766
38627.6665,38989.2298
38373.1817,39433.4637
38865.5078,38803.6042
39524.9809,39125.4095
40065.3351,39202.0249
40599.4616,39700.3043
41143.5353,41086.8124
41962.3066,42030.8235
42014.1641,42429.4148
42095.7143,42715.1449
42124.9072,42979.7101
42239.2727,43299.4623
42393.6639,43099.4029
42528.8491,42964.229
42116.3076,42719.6988
41941.9313,42586.8003
42247.2634,42236.6523
42231.9942,42375.2439
41991.0147,42552.5802
41381.9386,42546.5548
40963.434,42231.657
40138.3692,41165.0176
39284.8026,40917.7947
39618.3123,40697.082
39268.8116,39892.0576
39825.8946,40419.2204
39399.038,40777.0311
39599.4624,40902.5397
39914.4937,41144.9609
40088.2025,41620.1112
40685.9975,43477.9284
41688.5709,43932.1987
41826.314,44303.2666
41901.0204,44336.3802
42118.117,44586.5423
42163.1318,44879.4063
42234.1643,44997.9962
42415.9812,44780.1016
42137.0987,45371.8295
42205.7176,42813.7409
41783.1545,41267.879
41978.7105,40099.7914
41961.5762,39276.8501
42193.7032,38606.5937
41323.8157,37917.782
40365.2689,38187.0759
40062.0136,36623.1757
40096.0517,36596.2196
40281.4202,36829.3313
40685.6007,38044.9672
40991.2129,38821.6393
41423.6838,39143.611
42206.1058,40233.6817
42885.5744,41585.6984
43694.3423,43310.0506
44584.7284,43973.5008
44402.4806,44816.3401
44214.1464,44940.8999
44411.5597,44877.298
44657.7138,45184.7535
44549.0354,44884.542
45059.2305,45063.9831
45320.7647,45009.6076
42767.7181,42418.0809
41168.5775,41651.0341
40825.1087,40363.9473
40047.4894,39419.0531
39681.1915,38991.8954
39114.3623,37802.7615
38874.6901,37940.6726
37560.9287,37410.6593
37077.3826,37478.419
37829.1946,37895.046
38208.0603,38181.1889
39454.3262,39178.0573
40173.1718,39445.0245
41002.235,40138.9009
42169.58,40816.1053
43767.3755,41796.8773
44271.3131,42565.6384
44188.4077,42813.1906
44183.9605,42958.9931
44379.5317,43225.6435
44393.5847,43645.735
44610.5368,43814.6684
44359.1908,43877.5256
44664.7059,44737.917
42479.9932,42054.8549
41288.6896,41034.7576
40325.5401,40736.9562
40144.7087,40716.9674
39488.4297,40559.5603
38615.7079,39970.7868
37994.7301,39564.9733
37877.8521,38058.8086
38198.6042,38536.3273
37999.6891,39616.154
39608.4819,40049.9737
40373.703,41364.9894
40829.6147,41888.2954
41536.2677,42474.4561
42311.603,43115.6182
43792.8272,44053.9901
43821.9554,44232.7446
43958.6657,44486.0372
43921.5675,44589.341
44073.4127,44801.2945
44280.7941,45161.356
44164.1251,45060.966
44257.2704,44937.2252
44941.4713,44858.7157
42693.9874,43254.0024
39538.3418,41453.1138
39330.6272,40838.5706
38592.6257,39842.7139
38765.5437,39690.9781
37184.5219,39788.2457
37085.4607,39596.9711
36603.0739,38952.8718
37438.1492,39489.8371
37146.8208,39375.2822
37715.3998,40190.4405
39018.1138,40843.2019
39524.194,40986.5307
40207.1135,41966.7075
41256.745,42301.2208
42903.3609,43146.5696
43487.3355,43437.7265
43661.7136,43396.455
43672.2949,43845.3382
44016.7778,43944.6242
43161.4628,44001.0251
43272.259,44216.3776
43765.1357,44229.312
44676.7268,44550.9071
42272.4839,42378.4028
40237.5222,41571.4701
39179.5765,40812.4916
38403.1802,40586.1746
38544.4419,40064.9767
37520.8278,39552.6693
36685.1163,38777.6932
36674.9007,38525.2622
37658.0286,37979.2765
37431.8074,38627.6665
38134.2664,38373.1817
38504.3381,38865.5078
39378.5714,39524.9809
40347.7711,40065.3351
41337.2151,40599.4616
42934.4681,41143.5353
43729.5415,41962.3066
43783.6342,42014.1641
44094.4359,42095.7143
44335.132,42124.9072
44229.4797,42239.2727
44599.6511,42393.6639
44508.7649,42528.8491
45209.3791,42116.3076
42908.4858,41941.9313
41282.6262,42247.2634
40210.7892,42231.9942
39677.787,41991.0147
38779.8285,41381.9386
38301.0317,40963.434
37671.6563,40138.3692
36804.1744,39284.8026
37418.9485,39618.3123
38168.8408,39268.8116
38780.0178,39825.8946
38543.3233,39399.038
39345.7455,39599.4624
39632.8679,39914.4937
40274.9019,40088.2025
41452.8684,40685.9975
41920.7067,41688.5709
42375.3159,41826.314
42342.7795,41901.0204
42592.8615,42118.117
42518.2433,42163.1318
42697.878,42234.1643
42696.0944,42415.9812
42461.5635,42137.0987
41863.4559,42205.7176
41599.8232,41783.1545
42091.0651,41978.7105
40675.1342,41961.5762
40855.3663,42193.7032
40600.6319,41323.8157
39053.7505,40365.2689
39493.8266,40062.0136
39096.0842,40096.0517
38912.2525,40281.4202
38969.9589,40685.6007
38508.4825,40991.2129
38777.1059,41423.6838
39168.089,42206.1058
39833.3076,42885.5744
40147.371,43694.3423
41399.6761,44584.7284
41379.5181,44402.4806
41476.5851,44214.1464
41725.3116,44411.5597
41854.4953,44657.7138
42028.0532,44549.0354
41784.2908,45059.2305
41701.6284,45320.7647
42478.2923,42767.7181
42800.5072,41168.5775
42380.2414,40825.1087
40930.7908,40047.4894
41082.7213,39681.1915
40463.23,39114.3623
40182.2463,38874.6901
38793.2252,37560.9287
38351.0153,37077.3826
38471.5188,37829.1946
38875.211,38208.0603
39788.0511,39454.3262
39999.5544,40173.1718
40655.7149,41002.235
40970.3895,42169.58
42320.5288,43767.3755
42858.5817,44271.3131
43043.8801,44188.4077
43102.6951,44183.9605
43247.4065,44379.5317
43511.916,44393.5847
43348.0277,44610.5368
43357.2351,44359.1908
43394.9895,44664.7059
43180.2832,42479.9932
41748.7175,41288.6896
41037.8391,40325.5401
40227.6423,40144.7087
40114.285,39488.4297
39420.7546,38615.7079
38666.0035,37994.7301
37504.4136,37877.8521
38021.575,38198.6042
39236.377,37999.6891
39510.3411,39608.4819
39458.27,40373.703
40028.5807,40829.6147
41201.2491,41536.2677
41986.1353,42311.603
43919.0985,43792.8272
44607.9189,43821.9554
44354.2828,43958.6657
44569.0224,43921.5675
44549.5654,44073.4127
44557.958,44280.7941
44453.6694,44164.1251
44822.0854,44257.2704
44585.5597,44941.4713
43125.4756,42693.9874
40919.6527,39538.3418
39302.5802,39330.6272
38989.2009,38592.6257
38518.552,38765.5437
37780.2534,37184.5219
37106.3774,37085.4607
36637.2586,36603.0739
36980.8292,37438.1492
37592.329,37146.8208
38609.6573,37715.3998
39261.7742,39018.1138
39385.6733,39524.194
40106.3949,40207.1135
40596.2667,41256.745
41217.1364,42903.3609
41671.7766,43487.3355
42075.5832,43661.7136
42393.6998,43672.2949
42557.9361,44016.7778
42880.7224,43161.4628
42824.3019,43272.259
42693.2048,43765.1357
43452.5872,44676.7268
42458.5783,42272.4839
42318.4467,40237.5222
41919.8082,39179.5765
41719.5796,38403.1802
41894.199,38544.4419
40761.0597,37520.8278
40309.2967,36685.1163
38594.3818,36674.9007
38458.7324,37658.0286
37947.905,37431.8074
38059.9322,38134.2664
38422.2433,38504.3381
38320.9646,39378.5714
39517.3978,40347.7711
40224.0532,41337.2151
41854.6927,42934.4681
42243.7382,43729.5415
42129.1578,43783.6342
42331.566,44094.4359
42419.5491,44335.132
42664.4846,44229.4797
42679.3619,44599.6511
42727.0153,44508.7649
43032.4953,45209.3791
42126.4653,42908.4858
40982.3194,41282.6262
40462.0555,40210.7892
39553.3835,39677.787
39710.7469,38779.8285
37589.7733,38301.0317
37330.7264,37671.6563
37252.7496,36804.1744
37814.7919,37418.9485
37919.2066,38168.8408
38307.7392,38780.0178
38457.9044,38543.3233
38468.2258,39345.7455
38777.7031,39632.8679
39161.2176,40274.9019
39822.5592,41452.8684
40116.0039,41920.7067
40290.7058,42375.3159
40438.3574,42342.7795
40557.668,42592.8615
40740.8708,42518.2433
40827.9777,42697.878
40699.3133,42696.0944
40855.3119,42461.5635
41011.8637,41863.4559
40834.7867,41599.8232
41117.0581,42091.0651
41453.0189,40675.1342
41683.967,40855.3663
41255.5623,40600.6319
39895.8776,39053.7505
38528.2021,39493.8266
37870.31,39096.0842
37518.2058,38912.2525
37627.5597,38969.9589
37194.6815,38508.4825
37420.1779,38777.1059
37847.3784,39168.089
38583.1827,39833.3076
38857.902,40147.371
39289.3581,41399.6761
39498.6305,41379.5181
39392.0822,41476.5851
39719.0916,41725.3116
39738.7088,41854.4953
39654.661,42028.0532
39464.9176,41784.2908
39473.1108,41701.6284
39496.8604,42478.2923
38796.9649,42800.5072
38175.5716,42380.2414
37920.8587,40930.7908
38219.3306,41082.7213
37413.3646,40463.23
36864.3488,40182.2463
36965.6775,38793.2252
37089.0287,38351.0153
37091.5459,38471.5188
37453.6922,38875.211
37115.4159,39788.0511
37505.9522,39999.5544
38169.438,40655.7149
38208.3044,40970.3895
39257.9717,42320.5288
40072.8161,42858.5817
40033.6123,43043.8801
40093.4689,43102.6951
40441.7479,43247.4065
40386.8652,43511.916
40411.6955,43348.0277
40322.0471,43357.2351
40276.08,43394.9895
40583.6726,43180.2832
40213.7741,41748.7175
39988.6691,41037.8391
39733.5497,40227.6423
40399.1255,40114.285
40391.8518,39420.7546
39251.1594,38666.0035
39018.1547,37504.4136
39305.1212,38021.575
39591.7529,39236.377
40001.8149,39510.3411
40085.5379,39458.27
40384.2969,40028.5807
41562.6393,41201.2491
41743.4759,41986.1353
42829.6776,43919.0985
43343.0343,44607.9189
43436.5318,44354.2828
43256.1875,44569.0224
43548.7313,44549.5654
43456.5297,44557.958
43399.0699,44453.6694
43708.4377,44822.0854
44812.1466,44585.5597
42280.2263,43125.4756
41516.2191,40919.6527
41045.2518,39302.5802
40526.2779,38989.2009
40162.6178,38518.552
39247.9578,37780.2534
38543.1493,37106.3774
37977.9242,36637.2586
38450.8307,36980.8292
39119.8647,37592.329
39028.0257,38609.6573
40263.6316,39261.7742
40548.5991,39385.6733
41580.5391,40106.3949
42422.9672,40596.2667
42492.4777,41217.1364
43029.0499,41671.7766
43204.5117,42075.5832
43575.0877,42393.6998
43798.7073,42557.9361
43960.6382,42880.7224
44086.3692,42824.3019
44022.5703,42693.2048
44818.2071,43452.5872
44599.8501,42458.5783
44190.6412,42318.4467
44436.2232,41919.8082
43935.8085,41719.5796
44104.9936,41894.199
44049.0059,40761.0597
42356.3569,40309.2967
41485.0489,38594.3818
42165.9019,38458.7324
42066.4388,37947.905
42898.2783,38059.9322
42811.3431,38422.2433
42534.3493,38320.9646
43355.6805,39517.3978
43833.2967,40224.0532
44430.8992,41854.6927
44846.4529,42243.7382
44755.4449,42129.1578
44895.0404,42331.566
45172.0823,42419.5491
45394.537,42664.4846
45272.5289,42679.3619
45439.9524,42727.0153
45762.4937,43032.4953
43478.4379,42126.4653
40890.3635,40982.3194
40270.4377,40462.0555
39586.9275,39553.3835
39215.9218,39710.7469
38458.8912,37589.7733
38354.9247,37330.7264
36675.4287,37252.7496
37146.6421,37814.7919
37391.3854,37919.2066
37932.0024,38307.7392
39460.6842,38457.9044
39670.9605,38468.2258
41158.1662,38777.7031
42300.7212,39161.2176
43673.8494,39822.5592
44587.3685,40116.0039
44546.4402,40290.7058
44901.2251,40438.3574
44999.8308,40557.668
45249.5664,40740.8708
45439.5133,40827.9777
45381.344,40699.3133
45355.8517,40855.3119
43124.0174,41011.8637
41916.2197,40834.7867
40966.6807,41117.0581
39484.2339,41453.0189
39129.5141,41683.967
38339.1685,41255.5623
37960.6299,39895.8776
36982.4831,38528.2021
38076.9516,37870.31
38917.8963,37518.2058
39838.3018,37627.5597
40560.6316,37194.6815
40544.0408,37420.1779
41150.9556,37847.3784
42142.4246,38583.1827
43039.2753,38857.902
43995.2837,39289.3581
44289.1658,39498.6305
44850.4454,39392.0822
44809.9306,39719.0916
44855.8697,39738.7088
44956.0797,39654.661
44848.2065,39464.9176
44445.0714,39473.1108
42096.0251,39496.8604
41161.4236,38796.9649
39759.6948,38175.5716
38823.7364,37920.8587
38270.1298,38219.3306
37446.9896,37413.3646
37172.4883,36864.3488
37316.9335,36965.6775
37215.7052,37089.0287
37894.8357,37091.5459
38600.6543,37453.6922
39774.2566,37115.4159
39859.5437,37505.9522
40236.5676,38169.438
41059.3306,38208.3044
42236.4276,39257.9717
42502.7889,40072.8161
42916.9227,40033.6123
43210.7601,40093.4689
43526.8489,40441.7479
43825.4266,40386.8652
44165.5345,40411.6955
44492.7139,40322.0471
44319.3585,40276.08
43893.4783,40583.6726
44393.9999,40213.7741
44321.8564,39988.6691
43978.72,39733.5497
43332.6698,40399.1255
42815.6186,40391.8518
42870.3703,39251.1594
42168.8536,39018.1547
41929.7488,39305.1212
42135.0109,39591.7529
40945.7707,40001.8149
41607.5906,40085.5379
41683.1708,40384.2969
42185.5193,41562.6393
42439.2005,41743.4759
43223.7463,42829.6776
43943.8095,43343.0343
44118.4619,43436.5318
44538.4279,43256.1875
44704.0723,43548.7313
44990.8962,43456.5297
45085.4533,43399.0699
45287.0265,43708.4377
45127.2881,44812.1466
44877.4781,42280.2263
44430.5922,41516.2191
44410.088,41045.2518
43831.5345,40526.2779
43695.8265,40162.6178
43169.2386,39247.9578
41675.5192,38543.1493
41326.1416,37977.9242
42030.2935,38450.8307
41968.5323,39119.8647
42557.4535,39028.0257
42337.3485,40263.6316
42980.1762,40548.5991
43647.4541,41580.5391
44682.1656,42422.9672
45417.7391,42492.4777
46131.6665,43029.0499
46052.3421,43204.5117
46019.2741,43575.0877
46143.3601,43798.7073
46248.0887,43960.6382
46288.9111,44086.3692
46657.0604,44022.5703
47383.0119,44818.2071
44682.683,44599.8501
43016.0694,44190.6412
41752.5219,44436.2232
41038.0847,43935.8085
41145.2479,44104.9936
40384.9368,44049.0059
40044.6345,42356.3569
38750.1347,41485.0489
39117.9827,42165.9019
39519.0029,42066.4388
40482.3383,42898.2783
41762.5337,42811.3431
41771.4483,42534.3493
43246.5279,43355.6805
44400.7874,43833.2967
45452.8608,44430.8992
46213.9361,44846.4529
46125.2361,44755.4449
46589.2423,44895.0404
46803.254,45172.0823
46669.2694,45394.537
47042.52,45272.5289
47125.0182,45439.9524
47415.4676,45762.4937
45028.612,43478.4379
43640.8564,40890.3635
42058.4433,40270.4377
40887.0394,39586.9275
40477.2843,39215.9218
39774.1076,38458.8912
38794.7366,38354.9247
38262.5219,36675.4287
39061.4355,37146.6421
40005.3756,37391.3854
40613.809,37932.0024
41799.005,39460.6842
42112.7975,39670.9605
43080.734,41158.1662
44394.0415,42300.7212
45292.9353,43673.8494
45762.8777,44587.3685
46235.1737,44546.4402
46433.8811,44901.2251
46659.0144,44999.8308
46848.2311,45249.5664
46900.3758,45439.5133
47073.6607,45381.344
46273.0433,45355.8517
44155.0006,43124.0174
42362.5236,41916.2197
41211.6964,40966.6807
40356.0139,39484.2339
40611.8698,39129.5141
40013.2565,38339.1685
39442.1074,37960.6299
38285.1881,36982.4831
38557.5122,38076.9516
39534.4671,38917.8963
40429.8626,39838.3018
41670.2108,40560.6316
41662.608,40544.0408
43215.8059,41150.9556
44108.0033,42142.4246
44991.7727,43039.2753
45827.5032,43995.2837
46051.4094,44289.1658
46188.8911,44850.4454
46354.5695,44809.9306
46509.4987,44855.8697
46636.032,44956.0797
46259.0241,44848.2065
45817.3548,44445.0714
43754.6477,42096.0251
42166.8468,41161.4236
40764.5077,39759.6948
40398.6182,38823.7364
39963.0153,38270.1298
39399.41,37446.9896
38896.3388,37172.4883
38499.5795,37316.9335
39325.7619,37215.7052
39682.3744,37894.8357
39761.5081,38600.6543
40879.5307,39774.2566
41514.7692,39859.5437
42137.9941,40236.5676
43355.2062,41059.3306
44348.1528,42236.4276
45643.5851,42502.7889
45975.8627,42916.9227
46348.88,43210.7601
45743.5766,43526.8489
46174.2418,43825.4266
46331.2045,44165.5345
46417.5768,44492.7139
46206.4439,44319.3585
43726.1545,43893.4783
43225.3349,44393.9999
41991.2936,44321.8564
40848.4526,43978.72
39928.6789,43332.6698
39178.8071,42815.6186
38843.299,42870.3703
39528.09,42168.8536
39242.0834,41929.7488
40070.1027,42135.0109
40421.6478,40945.7707
41229.8558,41607.5906
41256.0418,41683.1708
42111.2696,42185.5193
43195.6914,42439.2005
43861.5715,43223.7463
45301.9531,43943.8095
45827.1353,44118.4619
45711.9595,44538.4279
46004.8376,44704.0723
46251.6632,44990.8962
46379.7668,45085.4533
46196.3961,45287.0265
46054.498,45127.2881
45744.4146,44877.4781
45199.4235,44430.5922
45418.3612,44410.088
44728.0482,43831.5345
44293.4647,43695.8265
43522.463,43169.2386
42822.4908,41675.5192
42530.6795,41326.1416
42923.4796,42030.2935
42622.4077,41968.5323
42937.761,42557.4535
42925.4848,42337.3485
42767.1868,42980.1762
42986.0115,43647.4541
43019.5367,44682.1656
43320.9271,45417.7391
44376.8584,46131.6665
44445.7738,46052.3421
44685.6477,46019.2741
45222.5596,46143.3601
45406.4385,46248.0887
45544.9339,46288.9111
45725.6042,46657.0604
45574.0352,47383.0119
45401.3389,44682.683
44597.0799,43016.0694
44557.6487,41752.5219
44425.7507,41038.0847
44099.012,41145.2479
43855.1406,40384.9368
42896.0252,40044.6345
42166.972,38750.1347
42359.3584,39117.9827
42186.6842,39519.0029
42856.9081,40482.3383
42587.1609,41762.5337
43446.1722,41771.4483
44043.2809,43246.5279
44910.2448,44400.7874
45705.4292,45452.8608
46328.392,46213.9361
46677.3033,46125.2361
46631.8834,46589.2423
46851.089,46803.254
46840.9918,46669.2694
46823.1556,47042.52
46880.2334,47125.0182
47913.8389,47415.4676
44666.5521,45028.612
42956.3344,43640.8564
42418.9815,42058.4433
41681.0327,40887.0394
41175.8785,40477.2843
40241.7302,39774.1076
39951.1568,38794.7366
38928.0563,38262.5219
39508.9032,39061.4355
40133.2705,40005.3756
40960.0565,40613.809
42108.9395,41799.005
42353.6864,42112.7975
43465.1844,43080.734
44769.7596,44394.0415
45671.1067,45292.9353
46577.6668,45762.8777
46546.3135,46235.1737
46837.4243,46433.8811
46936.1359,46659.0144
47218.1885,46848.2311
47258.5877,46900.3758
47381.2399,47073.6607
47890.8158,46273.0433
45852.4907,44155.0006
44269.2918,42362.5236
42551.8145,41211.6964
41697.5951,40356.0139
41588.9633,40611.8698
40494.3242,40013.2565
39513.6709,39442.1074
38955.1834,38285.1881
39712.8871,38557.5122
40333.0407,39534.4671
41255.4983,40429.8626
41545.8872,41670.2108
42431.8625,41662.608
43650.4256,43215.8059
44496.1977,44108.0033
45378.0348,44991.7727
46263.4804,45827.5032
47162.365,46051.4094
47844.0944,46188.8911
48287.1242,46354.5695
48397.3651,46509.4987
48856.0792,46636.032
48469.7357,46259.0241
48579.4953,45817.3548
45813.1303,43754.6477
44073.0164,42166.8468
43369.5159,40764.5077
42496.3296,40398.6182
42249.2395,39963.0153
41866.7144,39399.41
41319.8697,38896.3388
39765.1404,38499.5795
40217.6987,39325.7619
40643.2658,39682.3744
41411.895,39761.5081
42977.7793,40879.5307
43471.4424,41514.7692
44389.0791,42137.9941
45483.0934,43355.2062
46520.9482,44348.1528
47563.6164,45643.5851
47677.0816,45975.8627
47619.8804,46348.88
47659.6532,45743.5766
48084.6621,46174.2418
48049.4944,46331.2045
47972.5557,46417.5768
47910.6872,46206.4439
45946.9901,43726.1545
43804.2272,43225.3349
42630.7852,41991.2936
41409.6586,40848.4526
41205.8978,39928.6789
40784.5761,39178.8071
39715.6607,38843.299
39872.2463,39528.09
39998.3163,39242.0834
40209.433,40070.1027
40300.7431,40421.6478
40904.6339,41229.8558
41691.7381,41256.0418
43101.4726,42111.2696
43830.7812,43195.6914
44650.0475,43861.5715
45622.0476,45301.9531
46215.5006,45827.1353
46643.6591,45711.9595
46884.6292,46004.8376
47272.9651,46251.6632
47333.5243,46379.7668
47577.727,46196.3961
47329.7099,46054.498
44697.2637,45744.4146
43150.7922,45199.4235
42749.4457,45418.3612
41801.953,44728.0482
41569.7581,44293.4647
40707.3682,43522.463
40590.5456,42822.4908
41556.867,42530.6795
40950.0105,42923.4796
41263.4311,42622.4077
41519.6203,42937.761
41846.9183,42925.4848
42082.6697,42767.1868
42077.8062,42986.0115
42602.2578,43019.5367
43268.0566,43320.9271
44482.1408,44376.8584
44788.4177,44445.7738
44908.0816,44685.6477
45454.9245,45222.5596
45631.0031,45406.4385
45935.6617,45544.9339
45888.0171,45725.6042
45809.1508,45574.0352
45331.7778,45401.3389
44921.6403,44597.0799
45041.871,44557.6487
45371.4276,44425.7507
45510.6671,44099.012
44513.3339,43855.1406
41886.2576,42896.0252
41486.5422,42166.972
41212.1176,42359.3584
40643.0983,42186.6842
40690.5693,42856.9081
40583.4136,42587.1609
41243.9232,43446.1722
41771.112,44043.2809
42940.8656,44910.2448
43219.2257,45705.4292
44135.5858,46328.392
44179.5931,46677.3033
44489.1742,46631.8834
44736.3166,46851.089
44780.5134,46840.9918
44951.6412,46823.1556
44953.4142,46880.2334
45007.0521,47913.8389
45203.2253,44666.5521
44364.5984,42956.3344
44451.7704,42418.9815
44235.6887,41681.0327
43668.6716,41175.8785
42589.2936,40241.7302
41856.9455,39951.1568
41885.0214,38928.0563
41965.5656,39508.9032
42068.7072,40133.2705
42364.5239,40960.0565
42269.8175,42108.9395
42726.3621,42353.6864
43048.3187,43465.1844
44358.598,44769.7596
45864.2046,45671.1067
46138.8648,46577.6668
46000.7966,46546.3135
45805.3215,46837.4243
46313.144,46936.1359
46226.1143,47218.1885
46296.2052,47258.5877
46627.4021,47381.2399
47195.366,47890.8158
44781.0627,45852.4907
42804.3463,44269.2918
42039.6439,42551.8145
41092.5166,41697.5951
40606.092,41588.9633
39808.0496,40494.3242
39033.4917,39513.6709
37819.852,38955.1834
38225.5389,39712.8871
38801.5645,40333.0407
39843.7439,41255.4983
40717.5808,41545.8872
41743.0223,42431.8625
43032.6014,43650.4256
44457.7023,44496.1977
45675.974,45378.0348
46582.0004,46263.4804
45607.1532,47162.365
44966.1276,47844.0944
44544.4099,48287.1242
44595.3286,48397.3651
44273.3239,48856.0792
44246.9535,48469.7357
43775.3631,48579.4953
40572.7253,45813.1303
38788.7809,44073.0164
37587.8761,43369.5159
36703.1229,42496.3296
36441.4774,42249.2395
36040.8544,41866.7144
35258.1864,41319.8697
34995.7241,39765.1404
36159.9202,40217.6987
36684.6758,40643.2658
36679.1099,41411.895
37884.6606,42977.7793
38250.6143,43471.4424
38863.8863,44389.0791
39641.6506,45483.0934
40763.7713,46520.9482
41115.7817,47563.6164
41793.8366,47677.0816
42268.5254,47619.8804
42591.8826,47659.6532
43059.5812,48084.6621
43025.5574,48049.4944
43536.3684,47972.5557
44236.6003,47910.6872
41483.9764,45946.9901
40507.6543,43804.2272
39713.8035,42630.7852
39360.0337,41409.6586
39231.7333,41205.8978
38072.0168,40784.5761
37401.4839,39715.6607
35698.8199,39872.2463
37464.0728,39998.3163
38378.7314,40209.433
38664.0349,40300.7431
39872.8465,40904.6339
40612.2545,41691.7381
41574.0262,43101.4726
42330.2124,43830.7812
44002.2712,44650.0475
44749.453,45622.0476
45005.549,46215.5006
45161.9483,46643.6591
45331.2434,46884.6292
45592.7843,47272.9651
45609.8339,47333.5243
45776.9097,47577.727
45447.6852,47329.7099
43487.7942,44697.2637
42387.1924,43150.7922
41578.7602,42749.4457
40810.0875,41801.953
40127.9827,41569.7581
39382.468,40707.3682
38747.6758,40590.5456
38146.7215,41556.867
38989.6881,40950.0105
39318.589,41263.4311
40131.5263,41519.6203
40873.6059,41846.9183
41378.7949,42082.6697
42325.275,42077.8062
42867.9601,42602.2578
44084.4745,43268.0566
44937.7597,44482.1408
45302.0455,44788.4177
45594.3622,44908.0816
45732.7383,45454.9245
45824.7704,45631.0031
45672.9203,45935.6617
46183.9757,45888.0171
46309.5755,45809.1508
44317.6376,45331.7778
43374.4584,44921.6403
42598.1786,45041.871
41976.1254,45371.4276
40244.5612,45510.6671
38921.2423,44513.3339
39228.1251,41886.2576
39213.9698,41486.5422
39030.468,41212.1176
40034.8562,40643.0983
40477.4757,40690.5693
40675.0953,40583.4136
40825.3392,41243.9232
41383.0801,41771.112
42031.0719,42940.8656
42932.1644,43219.2257
43975.5063,44135.5858
44072.8579,44179.5931
44353.4785,44489.1742
44620.6485,44736.3166
44499.9746,44780.5134
44719.5517,44951.6412
44878.1601,44953.4142
44906.7147,45007.0521
44473.7688,45203.2253
44343.6085,44364.5984
43642.0363,44451.7704
43571.3366,44235.6887
42503.4826,43668.6716
42066.1413,42589.2936
42061.2945,41856.9455
41364.8371,41885.0214
41198.5363,41965.5656
40864.3772,42068.7072
40543.2213,42364.5239
40160.4145,42269.8175
40470.9648,42726.3621
40743.4113,43048.3187
41547.3999,44358.598
42283.852,45864.2046
43236.6245,46138.8648
43281.8873,46000.7966
43509.7257,45805.3215
44064.5895,46313.144
44161.0802,46226.1143
44320.073,46296.2052
44272.046,46627.4021
