1d,7d
37972.6468,36229.4743
38098.3442,36393.9245
38573.6464,35820.4105
38914.7388,36418.1394
39777.2445,37614.0473
40392.4478,38157.1256
40972.5201,38467.646
42221.3877,39843.2956
44322.927,42943.1149
44773.4931,43611.6727
45366.4178,43662.7664
45944.5488,43985.7301
46276.0193,44016.538
47266.2475,44270.8612
47358.2049,44287.1192
46575.3417,44021.7822
46534.7535,44126.4566
43559.2275,41296.4324
42044.2056,40381.8417
41324.1595,39756.252
40983.1253,38686.8296
40113.8574,38796.742
39123.4029,37973.1028
38715.2783,37439.1466
37083.0139,36523.4411
38139.2333,36558.4488
38198.4858,36060.0031
38734.7496,36324.3248
38907.0011,36695.5327
39748.1904,37067.5585
40357.8114,37765.1232
41685.8471,38658.9008
44084.604,41749.5551
44791.2436,43716.6032
45487.9179,44250.0661
45910.27,44504.9321
46253.2251,44864.7422
46846.9787,45212.1383
46730.6628,45237.9822
46401.6468,45244.9243
46789.5212,45126.3354
43771.5616,44414.646
42874.8944,43849.6935
41893.8147,42835.1999
41033.1819,42420.2307
40979.1286,42125.5738
39898.0021,41574.5535
38997.2318,40949.587
38059.2684,39756.0629
38463.4863,39764.2442
38132.445,40386.2084
38129.3692,41002.1957
37932.6535,40384.9544
38443.7527,40866.6196
39215.1748,41045.2807
40215.2658,41759.4672
42546.4876,43450.842
43258.496,43528.6678
43848.1729,43860.1607
44124.6568,44192.8327
44524.78,44429.1797
44841.3864,44856.8023
44827.8061,44758.7051
44731.7346,44741.6161
44170.9737,44184.1451
43736.2718,44205.5202
43290.9504,43526.9388
42536.0367,43521.1327
41734.3915,42745.5918
41198.398,42574.7978
40309.5073,41989.0667
40207.6637,41082.7606
40029.4937,40457.7574
39674.4074,40435.5485
39245.0136,40408.2183
39134.9841,40611.8474
39368.5087,41119.7813
39827.0423,41658.212
40197.1371,42232.919
40967.4771,43026.3011
42832.4038,44871.5342
43047.6672,45471.0413
43711.2991,45659.8912
43917.3504,45848.5607
44218.5969,45941.8518
44957.0442,46111.0977
44943.0426,46139.6786
44806.5104,46005.876
44372.7037,45826.3851
44275.3329,43098.8239
43720.4814,41440.7412
43207.4956,40809.3045
42728.8969,40090.4093
42254.7178,39856.5648
41820.2441,39437.2929
41033.7442,38832.6648
40519.7453,36759.0979
40628.7404,36867.1059
40200.9729,37523.9741
39695.3573,37859.9375
40817.875,39137.1728
41467.3235,39998.0043
42003.7904,40192.3394
42819.7084,42176.1123
44555.2076,44587.2741
44664.7512,45223.0466
44940.8101,45371.1083
44971.3048,45795.2014
45114.4554,45824.3519
45544.0756,46874.9069
45404.762,47041.8443
45354.4859,46911.0912
45611.0038,46823.4352
42819.5302,43863.8072
40965.2428,42583.3599
39972.2341,42703.1166
39686.1354,41488.9326
39286.7491,40558.8593
38600.3316,39327.8403
38147.3004,39137.0226
36635.3522,37700.3007
36708.7053,37691.9484
36583.3501,37713.5239
36642.1317,38053.5033
38129.375,38733.1024
39410.0779,39448.1506
40173.9709,40788.4258
41775.7091,41980.5859
43723.7313,44510.7881
44316.4542,45187.2749
44771.9998,45853.1706
45001.1002,45970.164
44499.5373,46243.6832
44855.4623,47267.0887
44814.016,47118.8009
44494.8977,46653.7436
45178.4474,46822.282
42366.1169,44297.9528
41125.5939,42635.898
40665.3922,41716.5399
39958.0231,40877.3062
39899.159,40162.7258
38610.0583,39446.9731
38324.4287,38761.3006
37473.1223,37972.6468
37376.3306,38098.3442
37250.9289,38573.6464
38079.6978,38914.7388
39019.5429,39777.2445
39553.7291,40392.4478
40835.3443,40972.5201
41929.0409,42221.3877
44001.1724,44322.927
44452.9919,44773.4931
44836.3886,45366.4178
45029.2006,45944.5488
45126.1726,46276.0193
45508.7765,47266.2475
45580.7858,47358.2049
45300.2077,46575.3417
45559.2709,46534.7535
42521.2421,43559.2275
41116.3536,42044.2056
40709.4097,41324.1595
39439.6301,40983.1253
38906.7343,40113.8574
38425.7591,39123.4029
38177.5087,38715.2783
36313.6811,37083.0139
36688.3674,38139.2333
36519.1333,38198.4858
37191.007,38734.7496
38243.0619,38907.0011
38828.8338,39748.1904
39536.048,40357.8114
40966.6711,41685.8471
43550.9872,44084.604
44237.3373,44791.2436
44354.7302,45487.9179
44646.624,45910.27
44851.9339,46253.2251
45371.8881,46846.9787
45315.2176,46730.6628
44978.4248,46401.6468
45536.8835,46789.5212
42524.9306,43771.5616
41317.8859,42874.8944
40446.3307,41893.8147
39733.6005,41033.1819
39381.7344,40979.1286
39063.3319,39898.0021
38249.2206,38997.2318
37591.7841,38059.2684
38227.4141,38463.4863
38051.1768,38132.445
38690.9878,38129.3692
39031.4269,37932.6535
39610.2696,38443.7527
40522.8896,39215.1748
41564.1794,40215.2658
43938.5038,42546.4876
44455.1001,43258.496
44877.8391,43848.1729
45164.8923,44124.6568
45466.1534,44524.78
45979.5446,44841.3864
45686.6012,44827.8061
45208.3008,44731.7346
45735.5692,44170.9737
42836.7604,43736.2718
41450.5735,43290.9504
40791.8478,42536.0367
39553.8259,41734.3915
39652.4926,41198.398
38846.1907,40309.5073
38843.1381,40207.6637
37147.9286,40029.4937
38387.2977,39674.4074
38235.6064,39245.0136
38087.7709,39134.9841
39114.5976,39368.5087
39349.9795,39827.0423
39349.2243,40197.1371
40754.4837,40967.4771
42917.1945,42832.4038
43116.7273,43047.6672
43346.3814,43711.2991
43857.868,43917.3504
43946.7616,44218.5969
44071.6151,44957.0442
44101.8311,44943.0426
44276.9585,44806.5104
44102.1621,44372.7037
43698.3882,44275.3329
43164.9713,43720.4814
42529.0432,43207.4956
42469.3155,42728.8969
42091.0875,42254.7178
41945.8668,41820.2441
40452.6439,41033.7442
40273.0146,40519.7453
39906.1286,40628.7404
39784.4291,40200.9729
40425.2841,39695.3573
40127.6541,40817.875
40069.8026,41467.3235
40575.4191,42003.7904
41152.2571,42819.7084
42954.2828,44555.2076
43226.7676,44664.7512
43627.7749,44940.8101
43964.3528,44971.3048
44226.8124,45114.4554
44739.1678,45544.0756
44975.7106,45404.762
44666.7678,45354.4859
44258.9454,45611.0038
44175.7962,42819.5302
43872.2768,40965.2428
43754.4572,39972.2341
42506.8278,39686.1354
42121.5223,39286.7491
41664.4879,38600.3316
40626.3737,38147.3004
39724.7835,36635.3522
39752.6186,36708.7053
39860.6554,36583.3501
40348.8079,36642.1317
40967.9812,38129.375
41287.7587,39410.0779
41694.041,40173.9709
42512.1092,41775.7091
44201.5558,43723.7313
44588.3234,44316.4542
44918.2408,44771.9998
44849.7223,45001.1002
45166.5219,44499.5373
45508.4319,44855.4623
45339.7483,44814.016
45514.1814,44494.8977
45986.6791,45178.4474
43446.8672,42366.1169
42039.7724,41125.5939
41431.5859,40665.3922
40430.4163,39958.0231
39783.2992,39899.159
39413.8174,38610.0583
38549.3634,38324.4287
37111.6765,37473.1223
37596.2251,37376.3306
37519.3163,37250.9289
37958.8596,38079.6978
39194.3887,39019.5429
39815.2208,39553.7291
40094.7769,40835.3443
41217.9715,41929.0409
43641.0787,44001.1724
44270.9723,44452.9919
43789.1638,44836.3886
44342.9489,45029.2006
44210.1656,45126.1726
44763.3481,45508.7765
44733.3604,45580.7858
44596.5925,45300.2077
44938.1039,45559.2709
43081.2117,42521.2421
41821.3948,41116.3536
41294.6776,40709.4097
40293.4369,39439.6301
40142.31,38906.7343
39273.6815,38425.7591
39087.9983,38177.5087
37949.5287,36313.6811
37965.1566,36688.3674
37665.1299,36519.1333
38294.1026,37191.007
39268.0806,38243.0619
39609.7655,38828.8338
39979.9784,39536.048
41168.9819,40966.6711
43548.1376,43550.9872
43929.2181,44237.3373
46033.7244,44354.7302
46158.4519,44646.624
45872.0444,44851.9339
46581.8358,45371.8881
46633.2237,45315.2176
46275.1619,44978.4248
46699.1077,45536.8835
44419.2264,42524.9306
42714.5086,41317.8859
42389.7377,40446.3307
41479.027,39733.6005
40539.3778,39381.7344
39817.2458,39063.3319
39079.5546,38249.2206
37851.9571,37591.7841
37447.2367,38227.4141
37455.9107,38051.1768
38017.5869,38690.9878
38743.6748,39031.4269
39351.6394,39610.2696
39929.907,40522.8896
41292.5428,41564.1794
43481.9963,43938.5038
44012.2522,44455.1001
44408.7626,44877.8391
44630.5248,45164.8923
45072.5082,45466.1534
45461.8397,45979.5446
45239.6931,45686.6012
45218.6211,45208.3008
46013.4764,45735.5692
43418.814,42836.7604
42218.8693,41450.5735
41137.2759,40791.8478
40241.4981,39553.8259
40077.8728,39652.4926
38859.1982,38846.1907
38642.9662,38843.1381
38012.5949,37147.9286
37853.537,38387.2977
38069.3728,38235.6064
38376.2456,38087.7709
38480.0486,39114.5976
39162.679,39349.9795
39999.3654,39349.2243
40926.033,40754.4837
42882.5042,42917.1945
43577.2163,43116.7273
43868.0627,43346.3814
44092.5674,43857.868
44287.0604,43946.7616
44786.8770999999,44071.6151
44712.1037,44101.8311
44866.186,44276.9585
45400.4121999999,44102.1621
43653.8107999999,43698.3882
42250.0060999999,43164.9713
41727.6192,42529.0432
40497.8,42469.3155
40323.4297,42091.0875
39287.9181,41945.8668
38418.7016,40452.6439
37385.2142,40273.0146
37442.1295,39906.1286
36988.2992999999,39784.4291
36901.7863999999,40425.2841
37404.4916,40127.6541
38148.0926,40069.8026
38625.552,40575.4191
39338.3021,41152.2571
41217.6103999999,42954.2828
41784.4737,43226.7676
42250.815,43627.7749
42507.7721,43964.3528
42533.156,44226.8124
43040.1229,44739.1678
43037.0206,44975.7106
42907.0564,44666.7678
42682.1154,44258.9454
42548.7442999999,44175.7962
41984.7157,43872.2768
41059.3145,43754.4572
40550.9427999999,42506.8278
40058.4767999999,42121.5223
39443.8145,41664.4879
38252.8274,40626.3737
37851.5415999999,39724.7835
37578.5665999999,39752.6186
37368.0596,39860.6554
37268.646,40348.8079
37451.6289,40967.9812
37691.5253999999,41287.7587
37344.3300999999,41694.041
38054.6629,42512.1092
39577.3649,44201.5558
39584.1765999999,44588.3234
39956.3171999999,44918.2408
40226.0368,44849.7223
40415.0356,45166.5219
40733.8596,45508.4319
40791.5526,45339.7483
40486.4216999999,45514.1814
40227.4403999999,45986.6791
39961.7275999999,43446.8672
39738.1448999999,42039.7724
39299.2692,41431.5859
38356.8174,40430.4163
37884.2698,39783.2992
37190.1679999999,39413.8174
36820.8067,38549.3634
35804.2880999999,37111.6765
35748.5817,37596.2251
35539.0288999999,37519.3163
35861.1446999999,37958.8596
35319.8389,39194.3887
35362.0942999999,39815.2208
35588.5304,40094.7769
35754.2583999999,41217.9715
37017.8704,43641.0787
37280.5152,44270.9723
37554.75,43789.1638
37609.0953,44342.9489
37701.5225999999,44210.1656
38098.1238999999,44763.3481
38038.832,44733.3604
37891.3574,44596.5925
37890.8392,44938.1039
37138.8334,43081.2117
36988.5587999999,41821.3948
36638.0276999999,41294.6776
36329.3611,40293.4369
36198.6918999999,40142.31
34852.3387999999,39273.6815
33954.5660999999,39087.9983
33658.3588,37949.5287
33644.9236999999,37965.1566
33300.5550999999,37665.1299
33657.0219999999,38294.1026
34039.2240999999,39268.0806
34125.4904,39609.7655
33938.4749,39979.9784
34461.7505999999,41168.9819
35279.0703999999,43548.1376
35465.0305,43929.2181
35709.0414,46033.7244
35917.4942999999,46158.4519
36021.6756,45872.0444
36365.8706999999,46581.8358
36422.309,46633.2237
36394.7889,46275.1619
36879.9127999999,46699.1077
36660.0558,44419.2264
36662.4144999999,42714.5086
37486.9244,42389.7377
37609.9596999999,41479.027
37247.1460999999,40539.3778
35989.6635,39817.2458
35638.9793999999,39079.5546
35736.5812999999,37851.9571
35500.0411,37447.2367
35296.1183,37455.9107
34727.6952,38017.5869
34631.6362999999,38743.6748
34874.2949999999,39351.6394
35166.2837,39929.907
36333.6509,41292.5428
37539.6881999999,43481.9963
37895.0095999999,44012.2522
38339.4067999999,44408.7626
38655.0395999999,44630.5248
38802.8194,45072.5082
39318.6760999999,45461.8397
39450.0570999999,45239.6931
39544.9657999999,45218.6211
39734.2033999999,46013.4764
39458.0428,43418.814
39064.3995999999,42218.8693
39153.2534999999,41137.2759
39008.3675,40241.4981
38381.368,40077.8728
37477.686,38859.1982
37389.5616999999,38642.9662
36519.4962999999,38012.5949
37069.7082999999,37853.537
37282.1258999999,38069.3728
37817.4372999999,38376.2456
38299.5405,38480.0486
38753.2197999999,39162.679
39170.6563,39999.3654
40129.5242999999,40926.033
41797.5383999999,42882.5042
42337.2721,43577.2163
42627.6647,43868.0627
42807.6537,44092.5674
42948.1261999999,44287.0604
43424.0495,44786.8770999999
43384.2088999999,44712.1037
43135.0328,44866.186
43511.9671999999,45400.4121999999
41390.6869999999,43653.8107999999
40230.2609,42250.0060999999
40178.0391,41727.6192
39496.2756999999,40497.8
38757.288,40323.4297
37617.5884999999,39287.9181
37901.8231999999,38418.7016
36688.4107999999,37385.2142
37182.3937999999,37442.1295
36934.2272999999,36988.2992999999
37618.8997,36901.7863999999
38513.5484999999,37404.4916
38992.9286999999,38148.0926
39751.9271,38625.552
41014.1638,39338.3021
43441.1866,41217.6103999999
44084.6434,41784.4737
44443.7246,42250.815
44749.1431,42507.7721
44904.9311,42533.156
45402.9887999999,43040.1229
45178.3095,43037.0206
44867.8787,42907.0564
45672.3243999999,42682.1154
42761.2088,42548.7442999999
41424.1285999999,41984.7157
40727.5881,41059.3145
40070.7493,40550.9427999999
40026.8131999999,40058.4767999999
38914.3115,39443.8145
38636.5,38252.8274
37763.2889999999,37851.5415999999
38186.0512999999,37578.5665999999
38369.4208999999,37368.0596
38031.0031999999,37268.646
39064.4676,37451.6289
39597.2425,37691.5253999999
39439.3671,37344.3300999999
40866.6422,38054.6629
43206.8128999999,39577.3649
44569.9372999999,39584.1765999999
45283.1508,39956.3171999999
45917.1405999999,40226.0368
46179.1829999999,40415.0356
47061.0659,40733.8596
46735.9325,40791.5526
46673.6085,40486.4216999999
46482.3911999999,40227.4403999999
45638.6639,39961.7275999999
45448.9213999999,39738.1448999999
44661.2592,39299.2692
43983.3761,38356.8174
43434.9368,37884.2698
42642.0685,37190.1679999999
41663.1002,36820.8067
41316.7773999999,35804.2880999999
40597.4069,35748.5817
40427.0515,35539.0288999999
39769.2952,35861.1446999999
39876.8911,35319.8389
39957.9326999999,35362.0942999999
40188.7195999999,35588.5304
41593.2918999999,35754.2583999999
44706.5515,37017.8704
45153.6325,37280.5152
45425.8677,37554.75
45755.175,37609.0953
46090.4812999999,37701.5225999999
46710.0103999999,38098.1238999999
46863.4188999999,38038.832
46642.7707999999,37891.3574
46267.7171,37890.8392
46019.9671,37138.8334
45112.7120999999,36988.5587999999
44729.9793999999,36638.0276999999
44290.2211,36329.3611
43882.1209,36198.6918999999
42619.8928,34852.3387999999
41406.0630999999,33954.5660999999
40933.2891,33658.3588
40713.4585999999,33644.9236999999
40879.3125999999,33300.5550999999
41376.3977,33657.0219999999
41837.1016,34039.2240999999
42319.2563,34125.4904
43200.796,33938.4749
43984.8767999999,34461.7505999999
46476.9538,35279.0703999999
46676.0651,35465.0305
46988.0558,35709.0414
47028.8775,35917.4942999999
47327.0936999999,36021.6756
47951.0705,36365.8706999999
47820.6246,36422.309
47689.1638,36394.7889
48169.5224999999,36879.9127999999
44066.8553,36660.0558
42834.2051999999,36662.4144999999
41514.1589,37486.9244
40368.8594999999,37609.9596999999
40460.5982999999,37247.1460999999
40018.2626999999,35989.6635
38272.425,35638.9793999999
37302.2431,35736.5812999999
37835.1068,35500.0411
38237.2395,35296.1183
38407.8295,34727.6952
39412.6883999999,34631.6362999999
40700.2681,34874.2949999999
41599.8300999999,35166.2837
43038.4568999999,36333.6509
46003.4394,37539.6881999999
46688.4968999999,37895.0095999999
47234.4208999999,38339.4067999999
47543.9637999999,38655.0395999999
47462.1708999999,38802.8194
48204.4617,39318.6760999999
48186.3479999999,39450.0570999999
47810.8145999999,39544.9657999999
48040.8732999999,39734.2033999999
44014.6618999999,39458.0428
42438.0242999999,39064.3995999999
41661.4319,39153.2534999999
40584.2287,39008.3675
40174.4087,38381.368
39318.9046999999,37477.686
38849.6577,37389.5616999999
37921.1160999999,36519.4962999999
38496.8081,37069.7082999999
38729.0806999999,37282.1258999999
39204.4403,37817.4372999999
40459.3467999999,38299.5405
40944.7269999999,38753.2197999999
41519.3134999999,39170.6563
42594.4836999999,40129.5242999999
46460.377,41797.5383999999
46603.9795,42337.2721
46967.3119,42627.6647
47175.3442999999,42807.6537
47147.2431,42948.1261999999
47771.4686999999,43424.0495
47754.9112,43384.2088999999
47446.8240999999,43135.0328
47979.1152999999,43511.9671999999
44431.0783999999,41390.6869999999
42545.0141999999,40230.2609
41674.5423999999,40178.0391
40709.8441,39496.2756999999
40191.7987999999,38757.288
39427.2019999999,37617.5884999999
38714.6486,37901.8231999999
38212.008,36688.4107999999
38435.3992,37182.3937999999
38940.6152,36934.2272999999
38435.9815,37618.8997
39892.7941999999,38513.5484999999
40357.1921,38992.9286999999
41215.9288,39751.9271
42832.6777999999,41014.1638
46312.7958999999,43441.1866
46647.9435999999,44084.6434
47031.8246999999,44443.7246
47258.9484999999,44749.1431
47451.9361999999,44904.9311
47875.4446,45402.9887999999
47837.9044999999,45178.3095
47482.0509999999,44867.8787
47879.5696,45672.3243999999
45356.5843,42761.2088
42973.0699,41424.1285999999
41817.1077,40727.5881
40862.5806999999,40070.7493
40250.5592,40026.8131999999
39834.0037999999,38914.3115
38734.9836999999,38636.5
37925.5659,37763.2889999999
37820.1707,38186.0512999999
38615.9484,38369.4208999999
38658.8701,38031.0031999999
39212.1384,39064.4676
40449.243,39597.2425
41283.8441,39439.3671
42088.7404,40866.6422
45695.1584999999,43206.8128999999
46187.3975999999,44569.9372999999
46492.5481,45283.1508
46693.8857999999,45917.1405999999
46763.6871,46179.1829999999
47455.5353,47061.0659
47322.1022999999,46735.9325
47186.8842999999,46673.6085
46971.7447,46482.3911999999
44640.0111,45638.6639
42299.5958,45448.9213999999
41846.7065,44661.2592
41916.3128999999,43983.3761
41537.8828999999,43434.9368
40059.3919,42642.0685
38892.3220999999,41663.1002
38002.7004999999,41316.7773999999
38296.0492,40597.4069
38077.419,40427.0515
38355.9945999999,39769.2952
39404.4997999999,39876.8911
39765.0988999999,39957.9326999999
40619.8033999999,40188.7195999999
41616.8030999999,41593.2918999999
44831.9833,44706.5515
44998.6488,45153.6325
45541.3217,45425.8677
46099.8782999999,45755.175
46336.8234,46090.4812999999
47009.0590999999,46710.0103999999
47212.5086999999,46863.4188999999
47011.3868,46642.7707999999
46934.0731,46267.7171
46263.0777,46019.9671
45432.1629,45112.7120999999
44233.5804999999,44729.9793999999
43554.2398,44290.2211
42633.8018,43882.1209
41940.0445,42619.8928
40753.8991,41406.0630999999
40307.1898999999,40933.2891
39246.0274999999,40713.4585999999
40101.9522999999,40879.3125999999
39485.7727999999,41376.3977
39900.1762,41837.1016
40289.946,42319.2563
40942.0798,43200.796
42115.1027,43984.8767999999
44627.5103,46476.9538
45000.2526999999,46676.0651
45289.9095999999,46988.0558
45789.1338,47028.8775
45968.4948,47327.0936999999
46798.6872,47951.0705
46739.9127999999,47820.6246
46352.7972999999,47689.1638
46264.1393,48169.5224999999
46369.6255,44066.8553
44951.7119,42834.2051999999
44558.7301,41514.1589
43554.1595,40368.8594999999
43126.5622999999,40460.5982999999
42205.3931999999,40018.2626999999
41077.3681,38272.425
40931.2575999999,37302.2431
40952.3759999999,37835.1068
40335.0187,38237.2395
41256.8148,38407.8295
41317.0386999999,39412.6883999999
41773.3668,40700.2681
42556.7971,41599.8300999999
43314.7779999999,43038.4568999999
45982.4172,46003.4394
46322.8424999999,46688.4968999999
46570.5723,47234.4208999999
46978.6068,47543.9637999999
47117.3879,47462.1708999999
47626.7468999999,48204.4617
47422.4611999999,48186.3479999999
47126.3867,47810.8145999999
47470.2966,48040.8732999999
43676.5956999999,44014.6618999999
42693.0227999999,42438.0242999999
42704.9738,41661.4319
41582.9910999999,40584.2287
40665.3997,40174.4087
39565.8709999999,39318.9046999999
39382.0864,38849.6577
37382.1068999999,37921.1160999999
37465.6365,38496.8081
37910.7787,38729.0806999999
38527.3934,39204.4403
39475.0740999999,40459.3467999999
40537.0662999999,40944.7269999999
40967.1002999999,41519.3134999999
42085.4173,42594.4836999999
45177.9671,46460.377
45923.6976,46603.9795
46583.2359999999,46967.3119
46456.8444999999,47175.3442999999
46695.0864,47147.2431
47291.0961,47771.4686999999
47037.266,47754.9112
47173.9842999999,47446.8240999999
46993.1889999999,47979.1152999999
44353.5317,44431.0783999999
43595.4893,42545.0141999999
42836.0225999999,41674.5423999999
42149.0048,40709.8441
41249.3254,40191.7987999999
40567.8746,39427.2019999999
39951.9631,38714.6486
39172.5325999999,38212.008
39161.5492,38435.3992
39269.0484,38940.6152
37572.6403999999,38435.9815
38306.3963999999,39892.7941999999
38987.9937999999,40357.1921
39684.5809999999,41215.9288
40560.2678999999,42832.6777999999
43666.9245999999,46312.7958999999
43966.9885999999,46647.9435999999
44093.3830999999,47031.8246999999
44112.6241999999,47258.9484999999
44184.663,47451.9361999999
44815.1428,47875.4446
44836.4858,47837.9044999999
44609.9974,47482.0509999999
44924.5982999999,47879.5696
42295.4703999999,45356.5843
40803.2653999999,42973.0699
40268.7508,41817.1077
39609.1402,40862.5806999999
39224.4092999999,40250.5592
37831.4778999999,39834.0037999999
37739.821,38734.9836999999
36991.3236,37925.5659
37409.9671,37820.1707
37385.4907,38615.9484
37839.0993,38658.8701
38690.7255999999,39212.1384
39063.3579,40449.243
39772.0806999999,41283.8441
40942.4096999999,42088.7404
43375.6397,45695.1584999999
43739.2926999999,46187.3975999999
43848.5818999999,46492.5481
43973.6152,46693.8857999999
44217.8406,46763.6871
44561.4262,47455.5353
44741.0322999999,47322.1022999999
44472.5944,47186.8842999999
44736.1676999999,46971.7447
42360.3182999999,44640.0111
41141.3706999999,42299.5958
41065.3747,41846.7065
39925.6460999999,41916.3128999999
39387.4231999999,41537.8828999999
38848.5778999999,40059.3919
38367.6005999999,38892.3220999999
37419.072,38002.7004999999
38041.6299999999,38296.0492
37497.559,38077.419
37890.9672999999,38355.9945999999
38815.6921,39404.4997999999
39258.7468,39765.0988999999
39833.4994999999,40619.8033999999
40807.6028,41616.8030999999
42527.2724999999,44831.9833
42752.9461,44998.6488
42841.5778999999,45541.3217
42968.5780999999,46099.8782999999
43145.5978,46336.8234
43599.5334999999,47009.0590999999
43809.1491,47212.5086999999
43522.8044999999,47011.3868
43642.6341,46934.0731
41807.0091,46263.0777
40913.8009,45432.1629
40015.6194,44233.5804999999
39027.7114999999,43554.2398
38562.188,42633.8018
38473.7330999999,41940.0445
38141.3991,40753.8991
37563.2255,40307.1898999999
37099.5062,39246.0274999999
37133.737,40101.9522999999
36906.3026,39485.7727999999
37842.6221,39900.1762
38217.2964999999,40289.946
38629.3666999999,40942.0798
39973.4931,42115.1027
42206.4064,44627.5103
42380.0729999999,45000.2526999999
42598.3933,45289.9095999999
42787.512,45789.1338
42807.5461,45968.4948
43430.4401,46798.6872
43444.4770999999,46739.9127999999
43258.4608,46352.7972999999
43468.7168,46264.1393
43705.7185,46369.6255
43636.36,44951.7119
42911.4432,44558.7301
42008.7384,43554.1595
41373.7428999999,43126.5622999999
40634.0466,42205.3931999999
39817.1431,41077.3681
39007.3376999999,40931.2575999999
37927.1601,40952.3759999999
37292.3482999999,40335.0187
37946.8418,41256.8148
38002.6152999999,41317.0386999999
38041.8407999999,41773.3668
38514.6725,42556.7971
39049.8496999999,43314.7779999999
40868.8488999999,45982.4172
41549.6022,46322.8424999999
41852.4803,46570.5723
42052.3669,46978.6068
42315.0202999999,47117.3879
42949.5913999999,47626.7468999999
42927.5008,47422.4611999999
42833.8877999999,47126.3867
42586.6423,47470.2966
42798.8156999999,43676.5956999999
41800.8998999999,42693.0227999999
41430.4774,42704.9738
40483.6771999999,41582.9910999999
40584.5723999999,40665.3997
39897.4156,39565.8709999999
39434.3997,39382.0864
39389.5031999999,37382.1068999999
39442.8113999999,37465.6365
38598.0042,37910.7787
38743.2589999999,38527.3934
39067.8548999999,39475.0740999999
39595.2943999999,40537.0662999999
40369.5172,40967.1002999999
40860.4861,42085.4173
43057.9919,45177.9671
43171.3465999999,45923.6976
43330.5627,46583.2359999999
43368.7575999999,46456.8444999999
43544.8902,46695.0864
44022.4836999999,47291.0961
43804.1195999999,47037.266
43858.1763999999,47173.9842999999
44313.7987999999,46993.1889999999
41694.6197,44353.5317
40528.8805999999,43595.4893
39927.0201999999,42836.0225999999
39061.1048999999,42149.0048
39024.8836,41249.3254
39290.0723999999,40567.8746
38203.5552,39951.9631
36650.2787,39172.5325999999
36555.5815999999,39161.5492
36190.3614,39269.0484
37170.0543,37572.6403999999
37364.0239999999,38306.3963999999
37886.3496,38987.9937999999
38759.5207,39684.5809999999
40082.4026,40560.2678999999
42672.4484999999,43666.9245999999
43809.8067,43966.9885999999
44210.0523,44093.3830999999
44589.0426999999,44112.6241999999
44743.5403999999,44184.663
45587.5538,44815.1428
45751.2321,44836.4858
45869.1428999999,44609.9974
46461.4933999999,44924.5982999999
44014.5717,42295.4703999999
42878.2540999999,40803.2653999999
42503.9761999999,40268.7508
42182.7865999999,39609.1402
41692.8842,39224.4092999999
40615.9513,37831.4778999999
40166.2332,37739.821
39745.2494999999,36991.3236
39607.0831,37409.9671
39531.3805999999,37385.4907
39427.4,37839.0993
39992.1008,38690.7255999999
40569.7543,39063.3579
41254.3553,39772.0806999999
42714.3891999999,40942.4096999999
46121.9585,43375.6397
46529.4432,43739.2926999999
46825.4663999999,43848.5818999999
47193.5181999999,43973.6152
47054.2733,44217.8406
47680.6391999999,44561.4262
47860.0281,44741.0322999999
47547.2707999999,44472.5944
47998.0173,44736.1676999999
44856.4711,42360.3182999999
44356.2871,41141.3706999999
42923.0126,41065.3747
42151.4113999999,39925.6460999999
42108.1316,39387.4231999999
41403.6993,38848.5778999999
41262.0942999999,38367.6005999999
39631.4654999999,37419.072
39467.2804,38041.6299999999
39583.9614999999,37497.559
39334.1509,37890.9672999999
40190.5066,38815.6921
40413.2552999999,39258.7468
41439.8730999999,39833.4994999999
42789.4147,40807.6028
45966.724,42527.2724999999
46412.7128999999,42752.9461
46633.1411999999,42841.5778999999
46859.5651999999,42968.5780999999
47206.8220999999,43145.5978
47853.3634,43599.5334999999
47903.4092999999,43809.1491
47523.0388,43522.8044999999
46440.5653999999,43642.6341
44450.4953,41807.0091
42899.3522999999,40913.8009
42221.4293,40015.6194
42014.8139,39027.7114999999
41956.4112,38562.188
40557.2365999999,38473.7330999999
39697.5642999999,38141.3991
39691.2776,37563.2255
39676.5674999999,37099.5062
39762.3416999999,37133.737
39821.6043999999,36906.3026
40125.7675999999,37842.6221
41093.9475,38217.2964999999
41762.4695999999,38629.3666999999
42764.3458,39973.4931
45177.6685,42206.4064
45497.7443,42380.0729999999
45753.6448,42598.3933
45957.5737,42787.512
46325.9725,42807.5461
47027.0448,43430.4401
47098.4719,43444.4770999999
46957.2104,43258.4608
46534.4701,43468.7168
45682.3283,43705.7185
45086.8646,43636.36
44378.0116,42911.4432
43601.9326,42008.7384
43396.7862,41373.7428999999
42495.0634,40634.0466
41446.4231,39817.1431
40300.1029,39007.3376999999
40818.403,37927.1601
40406.4574,37292.3482999999
39999.4619,37946.8418
41007.3475,38002.6152999999
41465.0107,38041.8407999999
41851.0122,38514.6725
42924.0296,39049.8496999999
45152.0885,40868.8488999999
45340.7789,41549.6022
45731.5066,41852.4803
45924.1493,42052.3669
46064.6212,42315.0202999999
46584.068,42949.5913999999
46768.1299,42927.5008
46730.0179,42833.8877999999
46704.4772,42586.6423
46361.3211,42798.8156999999
45820.0718,41800.8998999999
44786.3953,41430.4774
44399.704,40483.6771999999
43493.6363,40584.5723999999
42136.0765,39897.4156
41836.075,39434.3997
41677.2264,39389.5031999999
40900.8249,39442.8113999999
