,연도,월,요일,노선명,전염병,승하차총승객수
1800,2015,12,3,1,0,2635226.0
1801,2015,12,3,2,0,13776115.0
1802,2015,12,3,3,0,4851445.0
1803,2015,12,3,4,0,5529542.0
1804,2015,12,3,5,0,5123313.0
1805,2015,12,3,6,0,3000107.0
1806,2015,12,3,7,0,6024176.0
1807,2015,12,3,8,0,1429100.0
1808,2015,12,3,9,0,2165066.0
1823,2015,12,4,1,0,3307687.0
1824,2015,12,4,2,0,18075878.0
1825,2015,12,4,3,0,6421110.0
1826,2015,12,4,4,0,7081822.0
1827,2015,12,4,5,0,6952133.0
1828,2015,12,4,6,0,3955686.0
1829,2015,12,4,7,0,8212062.0
1830,2015,12,4,8,0,1907493.0
1831,2015,12,4,9,0,2914802.0
1846,2015,12,5,1,0,3212587.0
1847,2015,12,5,2,0,17838927.0
1848,2015,12,5,3,0,6371321.0
1849,2015,12,5,4,0,7009817.0
1850,2015,12,5,5,0,6926285.0
1851,2015,12,5,6,0,3930422.0
1852,2015,12,5,7,0,8208445.0
1853,2015,12,5,8,0,1883676.0
1854,2015,12,5,9,0,2892488.0
1869,2015,12,6,1,0,3237371.0
1870,2015,12,6,2,0,17810887.0
1871,2015,12,6,3,0,6366837.0
1872,2015,12,6,4,0,7039405.0
1873,2015,12,6,5,0,6897595.0
1874,2015,12,6,6,0,3926528.0
1875,2015,12,6,7,0,8247437.0
1876,2015,12,6,8,0,1884676.0
1877,2015,12,6,9,0,2898940.0
1892,2015,12,7,1,0,2504126.0
1893,2015,12,7,2,0,13852794.0
1894,2015,12,7,3,0,4946228.0
1895,2015,12,7,4,0,5353540.0
1896,2015,12,7,5,0,5362781.0
1897,2015,12,7,6,0,3015748.0
1898,2015,12,7,7,0,6434635.0
1899,2015,12,7,8,0,1462011.0
1900,2015,12,7,9,0,2274813.0
1915,2016,1,1,1,0,1742512.0
1916,2016,1,1,2,0,8695564.0
1917,2016,1,1,3,0,3134380.0
1918,2016,1,1,4,0,3662400.0
1919,2016,1,1,5,0,3137498.0
1920,2016,1,1,6,0,1976854.0
1921,2016,1,1,7,0,3972591.0
1922,2016,1,1,8,0,964122.0
1923,2016,1,1,9,0,1399632.0
1938,2016,1,2,1,0,2584457.0
1939,2016,1,2,2,0,12564718.0
1940,2016,1,2,3,0,4638482.0
1941,2016,1,2,4,0,5199594.0
1942,2016,1,2,5,0,4460469.0
1943,2016,1,2,6,0,2782301.0
1944,2016,1,2,7,0,5563118.0
1945,2016,1,2,8,0,1324586.0
1946,2016,1,2,9,0,1947128.0
1961,2016,1,3,1,0,3022659.0
1962,2016,1,3,2,0,15814651.0
1963,2016,1,3,3,0,5577131.0
1964,2016,1,3,4,0,5975229.0
1965,2016,1,3,5,0,5875979.0
1966,2016,1,3,6,0,3375767.0
1967,2016,1,3,7,0,7032158.0
1968,2016,1,3,8,0,1633064.0
1969,2016,1,3,9,0,2588637.0
1984,2016,1,4,1,0,2552037.0
1985,2016,1,4,2,0,13826189.0
1986,2016,1,4,3,0,4841719.0
1987,2016,1,4,4,0,5146502.0
1988,2016,1,4,5,0,5240618.0
1989,2016,1,4,6,0,2905439.0
1990,2016,1,4,7,0,6234077.0
1991,2016,1,4,8,0,1428656.0
1992,2016,1,4,9,0,2268035.0
2007,2016,1,5,1,0,2517231.0
2008,2016,1,5,2,0,13743244.0
2009,2016,1,5,3,0,4790212.0
2010,2016,1,5,4,0,5106172.0
2011,2016,1,5,5,0,5219474.0
2012,2016,1,5,6,0,2905280.0
2013,2016,1,5,7,0,6238268.0
2014,2016,1,5,8,0,1423605.0
2015,2016,1,5,9,0,2246035.0
2030,2016,1,6,1,0,2429007.0
2031,2016,1,6,2,0,13444480.0
2032,2016,1,6,3,0,4690656.0
2033,2016,1,6,4,0,5010979.0
2034,2016,1,6,5,0,5123179.0
2035,2016,1,6,6,0,2833725.0
2036,2016,1,6,7,0,6141990.0
2037,2016,1,6,8,0,1399936.0
2038,2016,1,6,9,0,2227424.0
2053,2016,1,7,1,0,2434107.0
2054,2016,1,7,2,0,13357917.0
2055,2016,1,7,3,0,4667259.0
2056,2016,1,7,4,0,4933159.0
2057,2016,1,7,5,0,5106769.0
2058,2016,1,7,6,0,2804305.0
2059,2016,1,7,7,0,6144671.0
2060,2016,1,7,8,0,1403301.0
2061,2016,1,7,9,0,2212695.0
2076,2016,2,1,1,0,1352544.0
2077,2016,2,1,2,0,6845973.0
2078,2016,2,1,3,0,2524627.0
2079,2016,2,1,4,0,2920988.0
2080,2016,2,1,5,0,2490898.0
2081,2016,2,1,6,0,1571389.0
2082,2016,2,1,7,0,3134109.0
2083,2016,2,1,8,0,768876.0
2084,2016,2,1,9,0,1104513.0
2099,2016,2,2,1,0,2074175.0
2100,2016,2,2,2,0,10047730.0
2101,2016,2,2,3,0,3812709.0
2102,2016,2,2,4,0,4212983.0
2103,2016,2,2,5,0,3594365.0
2104,2016,2,2,6,0,2245325.0
2105,2016,2,2,7,0,4498467.0
2106,2016,2,2,8,0,1063649.0
2107,2016,2,2,9,0,1578163.0
2122,2016,2,3,1,0,2629801.0
2123,2016,2,3,2,0,14279109.0
2124,2016,2,3,3,0,5096924.0
2125,2016,2,3,4,0,5373153.0
2126,2016,2,3,5,0,5297559.0
2127,2016,2,3,6,0,3012672.0
2128,2016,2,3,7,0,6441653.0
2129,2016,2,3,8,0,1481104.0
2130,2016,2,3,9,0,2350172.0
2145,2016,2,4,1,0,2559382.0
2146,2016,2,4,2,0,13880475.0
2147,2016,2,4,3,0,4933548.0
2148,2016,2,4,4,0,5279214.0
2149,2016,2,4,5,0,5270839.0
2150,2016,2,4,6,0,2957178.0
2151,2016,2,4,7,0,6310915.0
2152,2016,2,4,8,0,1452429.0
2153,2016,2,4,9,0,2278578.0
2168,2016,2,5,1,0,2310212.0
2169,2016,2,5,2,0,12321164.0
2170,2016,2,5,3,0,4395874.0
2171,2016,2,5,4,0,4752904.0
2172,2016,2,5,5,0,4684322.0
2173,2016,2,5,6,0,2642041.0
2174,2016,2,5,7,0,5635109.0
2175,2016,2,5,8,0,1314262.0
2176,2016,2,5,9,0,2024648.0
2191,2016,2,6,1,0,2199245.0
2192,2016,2,6,2,0,11759095.0
2193,2016,2,6,3,0,4171577.0
2194,2016,2,6,4,0,4556267.0
2195,2016,2,6,5,0,4469611.0
2196,2016,2,6,6,0,2528637.0
2197,2016,2,6,7,0,5425329.0
2198,2016,2,6,8,0,1242933.0
2199,2016,2,6,9,0,1942875.0
2214,2016,2,7,1,0,2691289.0
2215,2016,2,7,2,0,14502048.0
2216,2016,2,7,3,0,5123268.0
2217,2016,2,7,4,0,5593022.0
2218,2016,2,7,5,0,5515524.0
2219,2016,2,7,6,0,3146931.0
2220,2016,2,7,7,0,6753971.0
2221,2016,2,7,8,0,1535487.0
2222,2016,2,7,9,0,2408826.0
2237,2016,3,1,1,0,1582917.0
2238,2016,3,1,2,0,8119787.0
2239,2016,3,1,3,0,2938046.0
2240,2016,3,1,4,0,3408131.0
2241,2016,3,1,5,0,2992592.0
2242,2016,3,1,6,0,1840300.0
2243,2016,3,1,7,0,3732275.0
2244,2016,3,1,8,0,874405.0
2245,2016,3,1,9,0,1286154.0
2260,2016,3,2,1,0,2213303.0
2261,2016,3,2,2,0,11224442.0
2262,2016,3,2,3,0,4163713.0
2263,2016,3,2,4,0,4662054.0
2264,2016,3,2,5,0,4064964.0
2265,2016,3,2,6,0,2498296.0
2266,2016,3,2,7,0,4968178.0
2267,2016,3,2,8,0,1167719.0
2268,2016,3,2,9,0,1735221.0
2283,2016,3,3,1,0,2725037.0
2284,2016,3,3,2,0,15066353.0
2285,2016,3,3,3,0,5390063.0
2286,2016,3,3,4,0,5896654.0
2287,2016,3,3,5,0,5712443.0
2288,2016,3,3,6,0,3360064.0
2289,2016,3,3,7,0,6896721.0
2290,2016,3,3,8,0,1592845.0
2291,2016,3,3,9,0,2473651.0
2306,2016,3,4,1,0,3162294.0
2307,2016,3,4,2,0,17873392.0
2308,2016,3,4,3,0,6350813.0
2309,2016,3,4,4,0,7107249.0
2310,2016,3,4,5,0,6901803.0
2311,2016,3,4,6,0,4078587.0
2312,2016,3,4,7,0,8416682.0
2313,2016,3,4,8,0,1943319.0
2314,2016,3,4,9,0,2923260.0
2329,2016,3,5,1,0,3151648.0
2330,2016,3,5,2,0,17788762.0
2331,2016,3,5,3,0,6292733.0
2332,2016,3,5,4,0,7119124.0
2333,2016,3,5,5,0,6924820.0
2334,2016,3,5,6,0,4082694.0
2335,2016,3,5,7,0,8446198.0
2336,2016,3,5,8,0,1947343.0
2337,2016,3,5,9,0,2917740.0
2352,2016,3,6,1,0,2960581.0
2353,2016,3,6,2,0,16160958.0
2354,2016,3,6,3,0,5775440.0
2355,2016,3,6,4,0,6568308.0
2356,2016,3,6,5,0,6240392.0
2357,2016,3,6,6,0,3732737.0
2358,2016,3,6,7,0,7633067.0
2359,2016,3,6,8,0,1780390.0
2360,2016,3,6,9,0,2649790.0
2375,2016,3,7,1,0,2536237.0
2376,2016,3,7,2,0,14101624.0
2377,2016,3,7,3,0,5026265.0
2378,2016,3,7,4,0,5597876.0
2379,2016,3,7,5,0,5489569.0
2380,2016,3,7,6,0,3235620.0
2381,2016,3,7,7,0,6746443.0
2382,2016,3,7,8,0,1543976.0
2383,2016,3,7,9,0,2328743.0
2398,2016,4,1,1,0,1491740.0
2399,2016,4,1,2,0,7700502.0
2400,2016,4,1,3,0,2819235.0
2401,2016,4,1,4,0,3254206.0
2402,2016,4,1,5,0,2933658.0
2403,2016,4,1,6,0,1753413.0
2404,2016,4,1,7,0,3650201.0
2405,2016,4,1,8,0,866162.0
2406,2016,4,1,9,0,1361587.0
2421,2016,4,2,1,0,2708293.0
2422,2016,4,2,2,0,14019698.0
2423,2016,4,2,3,0,5225325.0
2424,2016,4,2,4,0,5797610.0
2425,2016,4,2,5,0,5238481.0
2426,2016,4,2,6,0,3163974.0
2427,2016,4,2,7,0,6349091.0
2428,2016,4,2,8,0,1494629.0
2429,2016,4,2,9,0,2357795.0
2444,2016,4,3,1,0,3398702.0
2445,2016,4,3,2,0,18755145.0
2446,2016,4,3,3,0,6767630.0
2447,2016,4,3,4,0,7402165.0
2448,2016,4,3,5,0,7264944.0
2449,2016,4,3,6,0,4204193.0
2450,2016,4,3,7,0,8696200.0
2451,2016,4,3,8,0,2031532.0
2452,2016,4,3,9,0,3198632.0
2467,2016,4,4,1,0,2517139.0
2468,2016,4,4,2,0,14220580.0
2469,2016,4,4,3,0,5068031.0
2470,2016,4,4,4,0,5645985.0
2471,2016,4,4,5,0,5564734.0
2472,2016,4,4,6,0,3240483.0
2473,2016,4,4,7,0,6723323.0
2474,2016,4,4,8,0,1561567.0
2475,2016,4,4,9,0,2396816.0
2490,2016,4,5,1,0,2345623.0
2491,2016,4,5,2,0,12892847.0
2492,2016,4,5,3,0,4612225.0
2493,2016,4,5,4,0,5275513.0
2494,2016,4,5,5,0,5157726.0
2495,2016,4,5,6,0,2998757.0
2496,2016,4,5,7,0,6171403.0
2497,2016,4,5,8,0,1447887.0
2498,2016,4,5,9,0,2211312.0
2513,2016,4,6,1,0,2550550.0
2514,2016,4,6,2,0,14288940.0
2515,2016,4,6,3,0,5102973.0
2516,2016,4,6,4,0,5717409.0
2517,2016,4,6,5,0,5672930.0
2518,2016,4,6,6,0,3285363.0
2519,2016,4,6,7,0,6836157.0
2520,2016,4,6,8,0,1584445.0
2521,2016,4,6,9,0,2446622.0
2536,2016,4,7,1,0,2525536.0
2537,2016,4,7,2,0,13867578.0
2538,2016,4,7,3,0,4988031.0
2539,2016,4,7,4,0,5542991.0
2540,2016,4,7,5,0,5547594.0
2541,2016,4,7,6,0,3198208.0
2542,2016,4,7,7,0,6731375.0
2543,2016,4,7,8,0,1547686.0
2544,2016,4,7,9,0,2384660.0
2559,2016,5,1,1,0,1964301.0
2560,2016,5,1,2,0,9858859.0
2561,2016,5,1,3,0,3710119.0
2562,2016,5,1,4,0,4199762.0
2563,2016,5,1,5,0,3725121.0
2564,2016,5,1,6,0,2354452.0
2565,2016,5,1,7,0,4713896.0
2566,2016,5,1,8,0,1098009.0
2567,2016,5,1,9,0,1649953.0
2582,2016,5,2,1,0,2311431.0
2583,2016,5,2,2,0,11137408.0
2584,2016,5,2,3,0,4325331.0
2585,2016,5,2,4,0,4759129.0
2586,2016,5,2,5,0,4255155.0
2587,2016,5,2,6,0,2596084.0
2588,2016,5,2,7,0,5103586.0
2589,2016,5,2,8,0,1186240.0
2590,2016,5,2,9,0,1809625.0
2605,2016,5,3,1,0,2522315.0
2606,2016,5,3,2,0,13971716.0
2607,2016,5,3,3,0,5029714.0
2608,2016,5,3,4,0,5595999.0
2609,2016,5,3,5,0,5216044.0
2610,2016,5,3,6,0,3127077.0
2611,2016,5,3,7,0,6373715.0
2612,2016,5,3,8,0,1498878.0
2613,2016,5,3,9,0,2304083.0
2628,2016,5,4,1,0,2415139.0
2629,2016,5,4,2,0,13231224.0
2630,2016,5,4,3,0,4759845.0
2631,2016,5,4,4,0,5408014.0
2632,2016,5,4,5,0,5082778.0
2633,2016,5,4,6,0,3031683.0
2634,2016,5,4,7,0,6228983.0
2635,2016,5,4,8,0,1458290.0
2636,2016,5,4,9,0,2168784.0
2651,2016,5,5,1,0,2624453.0
2652,2016,5,5,2,0,14808544.0
2653,2016,5,5,3,0,5286495.0
2654,2016,5,5,4,0,5946704.0
2655,2016,5,5,5,0,5730794.0
2656,2016,5,5,6,0,3395813.0
2657,2016,5,5,7,0,6965763.0
2658,2016,5,5,8,0,1663147.0
2659,2016,5,5,9,0,2463323.0
2674,2016,5,6,1,0,3029634.0
2675,2016,5,6,2,0,17385321.0
2676,2016,5,6,3,0,6193826.0
2677,2016,5,6,4,0,6935607.0
2678,2016,5,6,5,0,6785127.0
2679,2016,5,6,6,0,4006162.0
2680,2016,5,6,7,0,8297344.0
2681,2016,5,6,8,0,1932628.0
2682,2016,5,6,9,0,2899782.0
2697,2016,5,7,1,0,3138272.0
2698,2016,5,7,2,0,17352850.0
2699,2016,5,7,3,0,6250165.0
2700,2016,5,7,4,0,6943925.0
2701,2016,5,7,5,0,6856770.0
2702,2016,5,7,6,0,4019957.0
2703,2016,5,7,7,0,8412404.0
2704,2016,5,7,8,0,1941171.0
2705,2016,5,7,9,0,2933914.0
2720,2016,6,1,1,0,1493917.0
2721,2016,6,1,2,0,7749335.0
2722,2016,6,1,3,0,2765016.0
2723,2016,6,1,4,0,3277404.0
2724,2016,6,1,5,0,2851757.0
2725,2016,6,1,6,0,1805253.0
2726,2016,6,1,7,0,3564558.0
2727,2016,6,1,8,0,846157.0
2728,2016,6,1,9,0,1264155.0
2743,2016,6,2,1,0,2182106.0
2744,2016,6,2,2,0,11027742.0
2745,2016,6,2,3,0,4097919.0
2746,2016,6,2,4,0,4603984.0
2747,2016,6,2,5,0,4047416.0
2748,2016,6,2,6,0,2605520.0
2749,2016,6,2,7,0,4937651.0
2750,2016,6,2,8,0,1147263.0
2751,2016,6,2,9,0,1790097.0
2766,2016,6,3,1,0,2622939.0
2767,2016,6,3,2,0,14711085.0
2768,2016,6,3,3,0,5285412.0
2769,2016,6,3,4,0,5731811.0
2770,2016,6,3,5,0,5593801.0
2771,2016,6,3,6,0,3260110.0
2772,2016,6,3,7,0,6739034.0
2773,2016,6,3,8,0,1585859.0
2774,2016,6,3,9,0,2478028.0
2789,2016,6,4,1,0,3102292.0
2790,2016,6,4,2,0,17512009.0
2791,2016,6,4,3,0,6247772.0
2792,2016,6,4,4,0,6862242.0
2793,2016,6,4,5,0,6792693.0
2794,2016,6,4,6,0,3921259.0
2795,2016,6,4,7,0,8164228.0
2796,2016,6,4,8,0,1915961.0
2797,2016,6,4,9,0,2939593.0
2812,2016,6,5,1,0,3045771.0
2813,2016,6,5,2,0,17239457.0
2814,2016,6,5,3,0,6159954.0
2815,2016,6,5,4,0,6769494.0
2816,2016,6,5,5,0,6751325.0
2817,2016,6,5,6,0,3913600.0
2818,2016,6,5,7,0,8130179.0
2819,2016,6,5,8,0,1908654.0
2820,2016,6,5,9,0,2909365.0
2835,2016,6,6,1,0,2459393.0
2836,2016,6,6,2,0,13873528.0
2837,2016,6,6,3,0,4955520.0
2838,2016,6,6,4,0,5434237.0
2839,2016,6,6,5,0,5409033.0
2840,2016,6,6,6,0,3115499.0
2841,2016,6,6,7,0,6542366.0
2842,2016,6,6,8,0,1520687.0
2843,2016,6,6,9,0,2338040.0
2858,2016,6,7,1,0,2261014.0
2859,2016,6,7,2,0,12043040.0
2860,2016,6,7,3,0,4362154.0
2861,2016,6,7,4,0,4905723.0
2862,2016,6,7,5,0,4719256.0
2863,2016,6,7,6,0,2764272.0
2864,2016,6,7,7,0,5744142.0
2865,2016,6,7,8,0,1334413.0
2866,2016,6,7,9,0,2099549.0
2881,2016,7,1,1,0,1718213.0
2882,2016,7,1,2,0,9388106.0
2883,2016,7,1,3,0,3366196.0
2884,2016,7,1,4,0,3825295.0
2885,2016,7,1,5,0,3302437.0
2886,2016,7,1,6,0,2090186.0
2887,2016,7,1,7,0,4203707.0
2888,2016,7,1,8,0,1010927.0
2889,2016,7,1,9,0,1529388.0
2904,2016,7,2,1,0,2378524.0
2905,2016,7,2,2,0,12856690.0
2906,2016,7,2,3,0,4649893.0
2907,2016,7,2,4,0,5185744.0
2908,2016,7,2,5,0,4537248.0
2909,2016,7,2,6,0,2810005.0
2910,2016,7,2,7,0,5541880.0
2911,2016,7,2,8,0,1328780.0
2912,2016,7,2,9,0,2044183.0
2927,2016,7,3,1,0,3208925.0
2928,2016,7,3,2,0,17966969.0
2929,2016,7,3,3,0,6371939.0
2930,2016,7,3,4,0,6754909.0
2931,2016,7,3,5,0,6774347.0
2932,2016,7,3,6,0,3841344.0
2933,2016,7,3,7,0,7963343.0
2934,2016,7,3,8,0,1879451.0
2935,2016,7,3,9,0,3054286.0
2950,2016,7,4,1,0,2503462.0
2951,2016,7,4,2,0,14090376.0
2952,2016,7,4,3,0,4904608.0
2953,2016,7,4,4,0,5312615.0
2954,2016,7,4,5,0,5304234.0
2955,2016,7,4,6,0,2984132.0
2956,2016,7,4,7,0,6291932.0
2957,2016,7,4,8,0,1476981.0
2958,2016,7,4,9,0,2349459.0
2973,2016,7,5,1,0,2496749.0
2974,2016,7,5,2,0,14010120.0
2975,2016,7,5,3,0,4917066.0
2976,2016,7,5,4,0,5313826.0
2977,2016,7,5,5,0,5351876.0
2978,2016,7,5,6,0,3017844.0
2979,2016,7,5,7,0,6319883.0
2980,2016,7,5,8,0,1487465.0
2981,2016,7,5,9,0,2355901.0
2996,2016,7,6,1,0,2392674.0
2997,2016,7,6,2,0,13588236.0
2998,2016,7,6,3,0,4759807.0
2999,2016,7,6,4,0,5144596.0
3000,2016,7,6,5,0,5187601.0
3001,2016,7,6,6,0,2921355.0
3002,2016,7,6,7,0,6204240.0
3003,2016,7,6,8,0,1452358.0
3004,2016,7,6,9,0,2301859.0
3019,2016,7,7,1,0,2431530.0
3020,2016,7,7,2,0,13511351.0
3021,2016,7,7,3,0,4758542.0
3022,2016,7,7,4,0,5084009.0
3023,2016,7,7,5,0,5178773.0
3024,2016,7,7,6,0,2913140.0
3025,2016,7,7,7,0,6211904.0
3026,2016,7,7,8,0,1449453.0
3027,2016,7,7,9,0,2309049.0
3042,2016,8,1,1,0,1357515.0
3043,2016,8,1,2,0,7396541.0
3044,2016,8,1,3,0,2593725.0
3045,2016,8,1,4,0,3003518.0
3046,2016,8,1,5,0,2625462.0
3047,2016,8,1,6,0,1666165.0
3048,2016,8,1,7,0,3272497.0
3049,2016,8,1,8,0,796451.0
3050,2016,8,1,9,0,1218430.0
3065,2016,8,2,1,0,1895521.0
3066,2016,8,2,2,0,10178595.0
3067,2016,8,2,3,0,3639841.0
3068,2016,8,2,4,0,4099833.0
3069,2016,8,2,5,0,3648095.0
3070,2016,8,2,6,0,2357812.0
3071,2016,8,2,7,0,4418090.0
3072,2016,8,2,8,0,1052843.0
3073,2016,8,2,9,0,1647021.0
3088,2016,8,3,1,0,2499643.0
3089,2016,8,3,2,0,13939620.0
3090,2016,8,3,3,0,4933919.0
3091,2016,8,3,4,0,5266273.0
3092,2016,8,3,5,0,5205427.0
3093,2016,8,3,6,0,2972742.0
3094,2016,8,3,7,0,6155929.0
3095,2016,8,3,8,0,1452608.0
3096,2016,8,3,9,0,2385888.0
3111,2016,8,4,1,0,2367841.0
3112,2016,8,4,2,0,13437948.0
3113,2016,8,4,3,0,4693304.0
3114,2016,8,4,4,0,5050106.0
3115,2016,8,4,5,0,5049233.0
3116,2016,8,4,6,0,2848643.0
3117,2016,8,4,7,0,5998481.0
3118,2016,8,4,8,0,1418209.0
3119,2016,8,4,9,0,2261217.0
3134,2016,8,5,1,0,2908718.0
3135,2016,8,5,2,0,16596505.0
3136,2016,8,5,3,0,5842141.0
3137,2016,8,5,4,0,6294620.0
3138,2016,8,5,5,0,6360332.0
3139,2016,8,5,6,0,3595154.0
3140,2016,8,5,7,0,7574564.0
3141,2016,8,5,8,0,1791062.0
3142,2016,8,5,9,0,2817924.0
3157,2016,8,6,1,0,2928719.0
3158,2016,8,6,2,0,16457470.0
3159,2016,8,6,3,0,5770525.0
3160,2016,8,6,4,0,6247634.0
3161,2016,8,6,5,0,6267066.0
3162,2016,8,6,6,0,3540296.0
3163,2016,8,6,7,0,7525983.0
3164,2016,8,6,8,0,1767394.0
3165,2016,8,6,9,0,2794822.0
3180,2016,8,7,1,0,2717788.0
3181,2016,8,7,2,0,14726003.0
3182,2016,8,7,3,0,5216213.0
3183,2016,8,7,4,0,5669405.0
3184,2016,8,7,5,0,5625015.0
3185,2016,8,7,6,0,3202605.0
3186,2016,8,7,7,0,6770586.0
3187,2016,8,7,8,0,1613795.0
3188,2016,8,7,9,0,2526105.0
3203,2016,9,1,1,0,1467648.0
3204,2016,9,1,2,0,7532692.0
3205,2016,9,1,3,0,2719577.0
3206,2016,9,1,4,0,3127342.0
3207,2016,9,1,5,0,2790890.0
3208,2016,9,1,6,0,1794179.0
3209,2016,9,1,7,0,3433320.0
3210,2016,9,1,8,0,848877.0
3211,2016,9,1,9,0,1254920.0
3227,2016,9,2,1,0,2036096.0
3228,2016,9,2,2,0,10340948.0
3229,2016,9,2,3,0,3775862.0
3230,2016,9,2,4,0,4276658.0
3231,2016,9,2,5,0,3839783.0
3232,2016,9,2,6,0,2400615.0
3233,2016,9,2,7,0,4577941.0
3234,2016,9,2,8,0,1095972.0
3235,2016,9,2,9,0,1679919.0
3251,2016,9,3,1,0,3003443.0
3252,2016,9,3,2,0,16317400.0
3253,2016,9,3,3,0,5824104.0
3254,2016,9,3,4,0,6440603.0
3255,2016,9,3,5,0,6203532.0
3256,2016,9,3,6,0,3724761.0
3257,2016,9,3,7,0,7430978.0
3258,2016,9,3,8,0,1767414.0
3259,2016,9,3,9,0,2745714.0
3275,2016,9,4,1,0,2801508.0
3276,2016,9,4,2,0,15032056.0
3277,2016,9,4,3,0,5388363.0
3278,2016,9,4,4,0,6068568.0
3279,2016,9,4,5,0,5843331.0
3280,2016,9,4,6,0,3537251.0
3281,2016,9,4,7,0,7083390.0
3282,2016,9,4,8,0,1657080.0
3283,2016,9,4,9,0,2559374.0
3299,2016,9,5,1,0,2178123.0
3300,2016,9,5,2,0,11717790.0
3301,2016,9,5,3,0,4225250.0
3302,2016,9,5,4,0,4693264.0
3303,2016,9,5,5,0,4568248.0
3304,2016,9,5,6,0,2732743.0
3305,2016,9,5,7,0,5552365.0
3306,2016,9,5,8,0,1308712.0
3307,2016,9,5,9,0,2017234.0
3323,2016,9,6,1,0,2459689.0
3324,2016,9,6,2,0,13572878.0
3325,2016,9,6,3,0,4896883.0
3326,2016,9,6,4,0,5403405.0
3327,2016,9,6,5,0,5286419.0
3328,2016,9,6,6,0,3139884.0
3329,2016,9,6,7,0,6472803.0
3330,2016,9,6,8,0,1507069.0
3331,2016,9,6,9,0,2337032.0
3347,2016,9,7,1,0,2464338.0
3348,2016,9,7,2,0,13502638.0
3349,2016,9,7,3,0,4861111.0
3350,2016,9,7,4,0,5370950.0
3351,2016,9,7,5,0,5297101.0
3352,2016,9,7,6,0,3127719.0
3353,2016,9,7,7,0,6479268.0
3354,2016,9,7,8,0,1513656.0
3355,2016,9,7,9,0,2323090.0
3371,2016,10,1,1,0,1846349.0
3372,2016,10,1,2,0,9900029.0
3373,2016,10,1,3,0,3575247.0
3374,2016,10,1,4,0,4092947.0
3375,2016,10,1,5,0,3470797.0
3376,2016,10,1,6,0,2379070.0
3377,2016,10,1,7,0,4406140.0
3378,2016,10,1,8,0,1088647.0
3379,2016,10,1,9,0,1605708.0
3395,2016,10,2,1,0,2860902.0
3396,2016,10,2,2,0,14407402.0
3397,2016,10,2,3,0,5410488.0
3398,2016,10,2,4,0,6040699.0
3399,2016,10,2,5,0,5492766.0
3400,2016,10,2,6,0,3598740.0
3401,2016,10,2,7,0,6390503.0
3402,2016,10,2,8,0,1532924.0
3403,2016,10,2,9,0,2490486.0
3419,2016,10,3,1,0,2646768.0
3420,2016,10,3,2,0,14630680.0
3421,2016,10,3,3,0,5330707.0
3422,2016,10,3,4,0,5800281.0
3423,2016,10,3,5,0,5614498.0
3424,2016,10,3,6,0,3391549.0
3425,2016,10,3,7,0,6728555.0
3426,2016,10,3,8,0,1613748.0
3427,2016,10,3,9,0,2514402.0
3443,2016,10,4,1,0,2513007.0
3444,2016,10,4,2,0,13957680.0
3445,2016,10,4,3,0,5039406.0
3446,2016,10,4,4,0,5550255.0
3447,2016,10,4,5,0,5443161.0
3448,2016,10,4,6,0,3243548.0
3449,2016,10,4,7,0,6553285.0
3450,2016,10,4,8,0,1550923.0
3451,2016,10,4,9,0,2385872.0
3467,2016,10,5,1,0,2486813.0
3468,2016,10,5,2,0,13823252.0
3469,2016,10,5,3,0,5001242.0
3470,2016,10,5,4,0,5558248.0
3471,2016,10,5,5,0,5482215.0
3472,2016,10,5,6,0,3262975.0
3473,2016,10,5,7,0,6562386.0
3474,2016,10,5,8,0,1558490.0
3475,2016,10,5,9,0,2371240.0
3491,2016,10,6,1,0,2461428.0
3492,2016,10,6,2,0,13729567.0
3493,2016,10,6,3,0,4908347.0
3494,2016,10,6,4,0,5477943.0
3495,2016,10,6,5,0,5383596.0
3496,2016,10,6,6,0,3200293.0
3497,2016,10,6,7,0,6524313.0
3498,2016,10,6,8,0,1541024.0
3499,2016,10,6,9,0,2335179.0
3515,2016,10,7,1,0,2851613.0
3516,2016,10,7,2,0,15543277.0
3517,2016,10,7,3,0,5567510.0
3518,2016,10,7,4,0,6253565.0
3519,2016,10,7,5,0,6047851.0
3520,2016,10,7,6,0,3658189.0
3521,2016,10,7,7,0,7344708.0
3522,2016,10,7,8,0,1748334.0
3523,2016,10,7,9,0,2653618.0
3539,2016,11,1,1,0,1548341.0
3540,2016,11,1,2,0,7918780.0
3541,2016,11,1,3,0,2897485.0
3542,2016,11,1,4,0,3329569.0
3543,2016,11,1,5,0,2763949.0
3544,2016,11,1,6,0,1840941.0
3545,2016,11,1,7,0,3569435.0
3546,2016,11,1,8,0,849456.0
3547,2016,11,1,9,0,1322147.0
3563,2016,11,2,1,0,3435257.0
3564,2016,11,2,2,0,12248401.0
3565,2016,11,2,3,0,5005508.0
3566,2016,11,2,4,0,5174470.0
3567,2016,11,2,5,0,5055715.0
3568,2016,11,2,6,0,2817110.0
3569,2016,11,2,7,0,5056981.0
3570,2016,11,2,8,0,1204507.0
3571,2016,11,2,9,0,1906175.0
3587,2016,11,3,1,0,2662084.0
3588,2016,11,3,2,0,14623866.0
3589,2016,11,3,3,0,5331618.0
3590,2016,11,3,4,0,5731462.0
3591,2016,11,3,5,0,5532050.0
3592,2016,11,3,6,0,3313354.0
