,연도,월,요일,노선명,전염병,승하차총승객수
5472,2017,10,4,4,0,4602832.0
5473,2017,10,4,5,0,4680284.0
5474,2017,10,4,6,0,2803949.0
5475,2017,10,4,7,0,5486342.0
5476,2017,10,4,8,0,1408800.0
5477,2017,10,4,9,0,2050078.0
5494,2017,10,5,1,0,2037261.0
5495,2017,10,5,2,0,11220049.0
5496,2017,10,5,3,0,4164725.0
5497,2017,10,5,4,0,4450340.0
5498,2017,10,5,5,0,4572167.0
5499,2017,10,5,6,0,2712925.0
5500,2017,10,5,7,0,5370606.0
5501,2017,10,5,8,0,1357573.0
5502,2017,10,5,9,0,1982410.0
5519,2017,10,6,1,0,2653177.0
5520,2017,10,6,2,0,14713655.0
5521,2017,10,6,3,0,5394297.0
5522,2017,10,6,4,0,5735653.0
5523,2017,10,6,5,0,5927281.0
5524,2017,10,6,6,0,3534684.0
5525,2017,10,6,7,0,7008465.0
5526,2017,10,6,8,0,1784017.0
5527,2017,10,6,9,0,2605416.0
5544,2017,10,7,1,0,2598522.0
5545,2017,10,7,2,0,13811351.0
5546,2017,10,7,3,0,5145035.0
5547,2017,10,7,4,0,5477309.0
5548,2017,10,7,5,0,5546486.0
5549,2017,10,7,6,0,3311846.0
5550,2017,10,7,7,0,6560757.0
5551,2017,10,7,8,0,1685533.0
5552,2017,10,7,9,0,2438352.0
5569,2017,11,1,1,0,1542400.0
5570,2017,11,1,2,0,7942749.0
5571,2017,11,1,3,0,2976616.0
5572,2017,11,1,4,0,3247754.0
5573,2017,11,1,5,0,2780677.0
5574,2017,11,1,6,0,1829205.0
5575,2017,11,1,7,0,3488301.0
5576,2017,11,1,8,0,915214.0
5577,2017,11,1,9,0,1296977.0
5594,2017,11,2,1,0,2209201.0
5595,2017,11,2,2,0,11291466.0
5596,2017,11,2,3,0,4313997.0
5597,2017,11,2,4,0,4568826.0
5598,2017,11,2,5,0,3996686.0
5599,2017,11,2,6,0,2586636.0
5600,2017,11,2,7,0,4839629.0
5601,2017,11,2,8,0,1238497.0
5602,2017,11,2,9,0,1823667.0
5619,2017,11,3,1,0,2560889.0
5620,2017,11,3,2,0,14555148.0
5621,2017,11,3,3,0,5378155.0
5622,2017,11,3,4,0,5531427.0
5623,2017,11,3,5,0,5601502.0
5624,2017,11,3,6,0,3319594.0
5625,2017,11,3,7,0,6559989.0
5626,2017,11,3,8,0,1703708.0
5627,2017,11,3,9,0,2559670.0
5644,2017,11,4,1,0,3002658.0
5645,2017,11,4,2,0,17243106.0
5646,2017,11,4,3,0,6247115.0
5647,2017,11,4,4,0,6595844.0
5648,2017,11,4,5,0,6838763.0
5649,2017,11,4,6,0,3995279.0
5650,2017,11,4,7,0,7998998.0
5651,2017,11,4,8,0,2063418.0
5652,2017,11,4,9,0,3003521.0
5669,2017,11,5,1,0,3034822.0
5670,2017,11,5,2,0,17244638.0
5671,2017,11,5,3,0,6301200.0
5672,2017,11,5,4,0,6659928.0
5673,2017,11,5,5,0,6987849.0
5674,2017,11,5,6,0,4058645.0
5675,2017,11,5,7,0,8110516.0
5676,2017,11,5,8,0,2094945.0
5677,2017,11,5,9,0,3055203.0
5694,2017,11,6,1,0,2439208.0
5695,2017,11,6,2,0,13624573.0
5696,2017,11,6,3,0,4989351.0
5697,2017,11,6,4,0,5270570.0
5698,2017,11,6,5,0,5527683.0
5699,2017,11,6,6,0,3216336.0
5700,2017,11,6,7,0,6446237.0
5701,2017,11,6,8,0,1646590.0
5702,2017,11,6,9,0,2424449.0
5719,2017,11,7,1,0,2355092.0
5720,2017,11,7,2,0,13306951.0
5721,2017,11,7,3,0,4877915.0
5722,2017,11,7,4,0,5111163.0
5723,2017,11,7,5,0,5379437.0
5724,2017,11,7,6,0,3102080.0
5725,2017,11,7,7,0,6371971.0
5726,2017,11,7,8,0,1613544.0
5727,2017,11,7,9,0,2373861.0
5744,2017,12,1,1,0,1906046.0
5745,2017,12,1,2,0,10124777.0
5746,2017,12,1,3,0,3530252.0
5747,2017,12,1,4,0,4017011.0
5748,2017,12,1,5,0,3522133.0
5749,2017,12,1,6,0,2261462.0
5750,2017,12,1,7,0,4199938.0
5751,2017,12,1,8,0,1179985.0
5752,2017,12,1,9,0,1560694.0
5769,2017,12,2,1,0,2765279.0
5770,2017,12,2,2,0,13995029.0
5771,2017,12,2,3,0,5253031.0
5772,2017,12,2,4,0,5570474.0
5773,2017,12,2,5,0,4969811.0
5774,2017,12,2,6,0,3151660.0
5775,2017,12,2,7,0,5927268.0
5776,2017,12,2,8,0,1534337.0
5777,2017,12,2,9,0,2216895.0
5794,2017,12,3,1,0,3262011.0
5795,2017,12,3,2,0,18582930.0
5796,2017,12,3,3,0,6815745.0
5797,2017,12,3,4,0,6988628.0
5798,2017,12,3,5,0,7156326.0
5799,2017,12,3,6,0,4137544.0
5800,2017,12,3,7,0,8220712.0
5801,2017,12,3,8,0,2159508.0
5802,2017,12,3,9,0,3145704.0
5819,2017,12,4,1,0,2469528.0
5820,2017,12,4,2,0,14273497.0
5821,2017,12,4,3,0,5147481.0
5822,2017,12,4,4,0,5388475.0
5823,2017,12,4,5,0,5624386.0
5824,2017,12,4,6,0,3203177.0
5825,2017,12,4,7,0,6441143.0
5826,2017,12,4,8,0,1690849.0
5827,2017,12,4,9,0,2432124.0
5844,2017,12,5,1,0,2413402.0
5845,2017,12,5,2,0,14065648.0
5846,2017,12,5,3,0,5100718.0
5847,2017,12,5,4,0,5339920.0
5848,2017,12,5,5,0,5633178.0
5849,2017,12,5,6,0,3198525.0
5850,2017,12,5,7,0,6432072.0
5851,2017,12,5,8,0,1681324.0
5852,2017,12,5,9,0,2419495.0
5869,2017,12,6,1,0,2338955.0
5870,2017,12,6,2,0,13737677.0
5871,2017,12,6,3,0,4979779.0
5872,2017,12,6,4,0,5216015.0
5873,2017,12,6,5,0,5502200.0
5874,2017,12,6,6,0,3108020.0
5875,2017,12,6,7,0,6333986.0
5876,2017,12,6,8,0,1643642.0
5877,2017,12,6,9,0,2353110.0
5894,2017,12,7,1,0,2207886.0
5895,2017,12,7,2,0,12467888.0
5896,2017,12,7,3,0,4529138.0
5897,2017,12,7,4,0,4847083.0
5898,2017,12,7,5,0,4959566.0
5899,2017,12,7,6,0,2831342.0
5900,2017,12,7,7,0,5685284.0
5901,2017,12,7,8,0,1532049.0
5902,2017,12,7,9,0,2126843.0
5919,2018,1,1,1,0,1366687.0
5920,2018,1,1,2,0,7194124.0
5921,2018,1,1,3,0,2592948.0
5922,2018,1,1,4,0,2848957.0
5923,2018,1,1,5,0,2561738.0
5924,2018,1,1,6,0,1643228.0
5925,2018,1,1,7,0,3101554.0
5926,2018,1,1,8,0,849893.0
5927,2018,1,1,9,0,1165168.0
5944,2018,1,2,1,0,1943618.0
5945,2018,1,2,2,0,10219837.0
5946,2018,1,2,3,0,3754537.0
5947,2018,1,2,4,0,3950530.0
5948,2018,1,2,5,0,3578107.0
5949,2018,1,2,6,0,2271122.0
5950,2018,1,2,7,0,4321674.0
5951,2018,1,2,8,0,1138328.0
5952,2018,1,2,9,0,1611412.0
5969,2018,1,3,1,0,2353881.0
5970,2018,1,3,2,0,13772813.0
5971,2018,1,3,3,0,4934087.0
5972,2018,1,3,4,0,4910804.0
5973,2018,1,3,5,0,5254731.0
5974,2018,1,3,6,0,2950248.0
5975,2018,1,3,7,0,6077239.0
5976,2018,1,3,8,0,1607290.0
5977,2018,1,3,9,0,2385699.0
5994,2018,1,4,1,0,2233208.0
5995,2018,1,4,2,0,13253454.0
5996,2018,1,4,3,0,4679302.0
5997,2018,1,4,4,0,4737842.0
5998,2018,1,4,5,0,5167540.0
5999,2018,1,4,6,0,2844750.0
6000,2018,1,4,7,0,5941189.0
6001,2018,1,4,8,0,1567922.0
6002,2018,1,4,9,0,2282550.0
6019,2018,1,5,1,0,2823273.0
6020,2018,1,5,2,0,16714810.0
6021,2018,1,5,3,0,5934564.0
6022,2018,1,5,4,0,6031822.0
6023,2018,1,5,5,0,6620678.0
6024,2018,1,5,6,0,3615766.0
6025,2018,1,5,7,0,7591961.0
6026,2018,1,5,8,0,1997732.0
6027,2018,1,5,9,0,2908407.0
6044,2018,1,6,1,0,2831421.0
6045,2018,1,6,2,0,16549701.0
6046,2018,1,6,3,0,5922044.0
6047,2018,1,6,4,0,6002941.0
6048,2018,1,6,5,0,6580847.0
6049,2018,1,6,6,0,3609050.0
6050,2018,1,6,7,0,7577249.0
6051,2018,1,6,8,0,1979204.0
6052,2018,1,6,9,0,2902950.0
6069,2018,1,7,1,0,2590766.0
6070,2018,1,7,2,0,14512190.0
6071,2018,1,7,3,0,5204589.0
6072,2018,1,7,4,0,5310148.0
6073,2018,1,7,5,0,5729571.0
6074,2018,1,7,6,0,3185709.0
6075,2018,1,7,7,0,6637029.0
6076,2018,1,7,8,0,1756857.0
6077,2018,1,7,9,0,2537081.0
6094,2018,2,1,1,0,1311412.0
6095,2018,2,1,2,0,7170083.0
6096,2018,2,1,3,0,2610159.0
6097,2018,2,1,4,0,2829279.0
6098,2018,2,1,5,0,2513226.0
6099,2018,2,1,6,0,1657139.0
6100,2018,2,1,7,0,3106584.0
6101,2018,2,1,8,0,844760.0
6102,2018,2,1,9,0,1152241.0
6119,2018,2,2,1,0,1863122.0
6120,2018,2,2,2,0,9520464.0
6121,2018,2,2,3,0,3528998.0
6122,2018,2,2,4,0,3725745.0
6123,2018,2,2,5,0,3315193.0
6124,2018,2,2,6,0,2208291.0
6125,2018,2,2,7,0,4038342.0
6126,2018,2,2,8,0,1075167.0
6127,2018,2,2,9,0,1501079.0
6144,2018,2,3,1,0,2128702.0
6145,2018,2,3,2,0,11784718.0
6146,2018,2,3,3,0,4300110.0
6147,2018,2,3,4,0,4360490.0
6148,2018,2,3,5,0,4542977.0
6149,2018,2,3,6,0,2631132.0
6150,2018,2,3,7,0,5326463.0
6151,2018,2,3,8,0,1394654.0
6152,2018,2,3,9,0,2049349.0
6169,2018,2,4,1,0,2089271.0
6170,2018,2,4,2,0,11566836.0
6171,2018,2,4,3,0,4191497.0
6172,2018,2,4,4,0,4232078.0
6173,2018,2,4,5,0,4492404.0
6174,2018,2,4,6,0,2544941.0
6175,2018,2,4,7,0,5246643.0
6176,2018,2,4,8,0,1375853.0
6177,2018,2,4,9,0,2017230.0
6194,2018,2,5,1,0,2361436.0
6195,2018,2,5,2,0,13766988.0
6196,2018,2,5,3,0,4985653.0
6197,2018,2,5,4,0,4954450.0
6198,2018,2,5,5,0,5371572.0
6199,2018,2,5,6,0,2982888.0
6200,2018,2,5,7,0,6227874.0
6201,2018,2,5,8,0,1639500.0
6202,2018,2,5,9,0,2403999.0
6219,2018,2,6,1,0,2367808.0
6220,2018,2,6,2,0,13726451.0
6221,2018,2,6,3,0,4932726.0
6222,2018,2,6,4,0,4968887.0
6223,2018,2,6,5,0,5372737.0
6224,2018,2,6,6,0,2972222.0
6225,2018,2,6,7,0,6212617.0
6226,2018,2,6,8,0,1621839.0
6227,2018,2,6,9,0,2388957.0
6244,2018,2,7,1,0,2315643.0
6245,2018,2,7,2,0,13401822.0
6246,2018,2,7,3,0,4801948.0
6247,2018,2,7,4,0,4835702.0
6248,2018,2,7,5,0,5253377.0
6249,2018,2,7,6,0,2884164.0
6250,2018,2,7,7,0,6111955.0
6251,2018,2,7,8,0,1594305.0
6252,2018,2,7,9,0,2332513.0
6269,2018,3,1,1,0,1461792.0
6270,2018,3,1,2,0,7882969.0
6271,2018,3,1,3,0,2858651.0
6272,2018,3,1,4,0,3114845.0
6273,2018,3,1,5,0,2817178.0
6274,2018,3,1,6,0,1821250.0
6275,2018,3,1,7,0,3427847.0
6276,2018,3,1,8,0,920415.0
6277,2018,3,1,9,0,1260182.0
6294,2018,3,2,1,0,2737729.0
6295,2018,3,2,2,0,14238389.0
6296,2018,3,2,3,0,5324888.0
6297,2018,3,2,4,0,5627567.0
6298,2018,3,2,5,0,5097137.0
6299,2018,3,2,6,0,3270813.0
6300,2018,3,2,7,0,6018626.0
6301,2018,3,2,8,0,1559600.0
6302,2018,3,2,9,0,2228464.0
6319,2018,3,3,1,0,3144070.0
6320,2018,3,3,2,0,18489598.0
6321,2018,3,3,3,0,6740012.0
6322,2018,3,3,4,0,6934836.0
6323,2018,3,3,5,0,7155221.0
6324,2018,3,3,6,0,4209041.0
6325,2018,3,3,7,0,8357662.0
6326,2018,3,3,8,0,2197813.0
6327,2018,3,3,9,0,3178633.0
6344,2018,3,4,1,0,2852104.0
6345,2018,3,4,2,0,16188557.0
6346,2018,3,4,3,0,5879004.0
6347,2018,3,4,4,0,6236808.0
6348,2018,3,4,5,0,6393622.0
6349,2018,3,4,6,0,3749730.0
6350,2018,3,4,7,0,7449518.0
6351,2018,3,4,8,0,1961228.0
6352,2018,3,4,9,0,2750094.0
6369,2018,3,5,1,0,2377768.0
6370,2018,3,5,2,0,14198472.0
6371,2018,3,5,3,0,5093163.0
6372,2018,3,5,4,0,5416901.0
6373,2018,3,5,5,0,5693997.0
6374,2018,3,5,6,0,3310569.0
6375,2018,3,5,7,0,6665154.0
6376,2018,3,5,8,0,1736609.0
6377,2018,3,5,9,0,2453241.0
6394,2018,3,6,1,0,2388508.0
6395,2018,3,6,2,0,14107436.0
6396,2018,3,6,3,0,5091041.0
6397,2018,3,6,4,0,5384867.0
6398,2018,3,6,5,0,5638156.0
6399,2018,3,6,6,0,3278312.0
6400,2018,3,6,7,0,6664259.0
6401,2018,3,6,8,0,1721294.0
6402,2018,3,6,9,0,2443277.0
6419,2018,3,7,1,0,2312519.0
6420,2018,3,7,2,0,13663018.0
6421,2018,3,7,3,0,4956597.0
6422,2018,3,7,4,0,5216649.0
6423,2018,3,7,5,0,5497721.0
6424,2018,3,7,6,0,3188318.0
6425,2018,3,7,7,0,6543660.0
6426,2018,3,7,8,0,1690661.0
6427,2018,3,7,9,0,2385223.0
6444,2018,4,1,1,0,1802822.0
6445,2018,4,1,2,0,9776919.0
6446,2018,4,1,3,0,3618714.0
6447,2018,4,1,4,0,3885300.0
6448,2018,4,1,5,0,3612362.0
6449,2018,4,1,6,0,2293654.0
6450,2018,4,1,7,0,4353841.0
6451,2018,4,1,8,0,1153530.0
6452,2018,4,1,9,0,1670697.0
6469,2018,4,2,1,0,2082440.0
6470,2018,4,2,2,0,11237634.0
6471,2018,4,2,3,0,4242972.0
6472,2018,4,2,4,0,4388246.0
6473,2018,4,2,5,0,4193792.0
6474,2018,4,2,6,0,2584019.0
6475,2018,4,2,7,0,4868851.0
6476,2018,4,2,8,0,1270470.0
6477,2018,4,2,9,0,1908176.0
6494,2018,4,3,1,0,2520424.0
6495,2018,4,3,2,0,14931646.0
6496,2018,4,3,3,0,5495122.0
6497,2018,4,3,4,0,5594443.0
6498,2018,4,3,5,0,5870012.0
6499,2018,4,3,6,0,3397659.0
6500,2018,4,3,7,0,6785977.0
6501,2018,4,3,8,0,1785281.0
6502,2018,4,3,9,0,2627383.0
6519,2018,4,4,1,0,2393088.0
6520,2018,4,4,2,0,14195231.0
6521,2018,4,4,3,0,5145043.0
6522,2018,4,4,4,0,5392082.0
6523,2018,4,4,5,0,5697691.0
6524,2018,4,4,6,0,3272009.0
6525,2018,4,4,7,0,6647633.0
6526,2018,4,4,8,0,1739835.0
6527,2018,4,4,9,0,2487682.0
6544,2018,4,5,1,0,2400347.0
6545,2018,4,5,2,0,14195531.0
6546,2018,4,5,3,0,5143211.0
6547,2018,4,5,4,0,5425018.0
6548,2018,4,5,5,0,5783185.0
6549,2018,4,5,6,0,3301137.0
6550,2018,4,5,7,0,6703002.0
6551,2018,4,5,8,0,1759462.0
6552,2018,4,5,9,0,2510337.0
6569,2018,4,6,1,0,2378691.0
6570,2018,4,6,2,0,14007463.0
6571,2018,4,6,3,0,5083221.0
6572,2018,4,6,4,0,5351950.0
6573,2018,4,6,5,0,5701382.0
6574,2018,4,6,6,0,3254965.0
6575,2018,4,6,7,0,6668610.0
6576,2018,4,6,8,0,1739914.0
6577,2018,4,6,9,0,2477665.0
6594,2018,4,7,1,0,2872626.0
6595,2018,4,7,2,0,16882642.0
6596,2018,4,7,3,0,6161158.0
6597,2018,4,7,4,0,6467422.0
6598,2018,4,7,5,0,6916400.0
6599,2018,4,7,6,0,3943549.0
6600,2018,4,7,7,0,8127521.0
6601,2018,4,7,8,0,2110480.0
6602,2018,4,7,9,0,3006157.0
6619,2018,5,1,1,0,1486857.0
6620,2018,5,1,2,0,8081296.0
6621,2018,5,1,3,0,2984647.0
6622,2018,5,1,4,0,3181869.0
6623,2018,5,1,5,0,2933730.0
6624,2018,5,1,6,0,1940955.0
6625,2018,5,1,7,0,3576461.0
6626,2018,5,1,8,0,910614.0
6627,2018,5,1,9,0,1304294.0
6644,2018,5,2,1,0,2146973.0
6645,2018,5,2,2,0,11183339.0
6646,2018,5,2,3,0,4283436.0
6647,2018,5,2,4,0,4421823.0
6648,2018,5,2,5,0,4106333.0
6649,2018,5,2,6,0,2719296.0
6650,2018,5,2,7,0,4867867.0
6651,2018,5,2,8,0,1251265.0
6652,2018,5,2,9,0,1786929.0
6669,2018,5,3,1,0,2586729.0
6670,2018,5,3,2,0,15295686.0
6671,2018,5,3,3,0,5631723.0
6672,2018,5,3,4,0,5759190.0
6673,2018,5,3,5,0,5961914.0
6674,2018,5,3,6,0,3516862.0
6675,2018,5,3,7,0,7007165.0
6676,2018,5,3,8,0,1839343.0
6677,2018,5,3,9,0,2660862.0
6694,2018,5,4,1,0,2964946.0
6695,2018,5,4,2,0,17761383.0
6696,2018,5,4,3,0,6439252.0
6697,2018,5,4,4,0,6740150.0
6698,2018,5,4,5,0,7095225.0
6699,2018,5,4,6,0,4112198.0
6700,2018,5,4,7,0,8362283.0
6701,2018,5,4,8,0,2179761.0
6702,2018,5,4,9,0,3091692.0
6719,2018,5,5,1,0,2896922.0
6720,2018,5,5,2,0,17436367.0
6721,2018,5,5,3,0,6320914.0
6722,2018,5,5,4,0,6634815.0
6723,2018,5,5,5,0,7075695.0
6724,2018,5,5,6,0,4083616.0
6725,2018,5,5,7,0,8318182.0
6726,2018,5,5,8,0,2178101.0
6727,2018,5,5,9,0,3056298.0
6744,2018,5,6,1,0,2705162.0
6745,2018,5,6,2,0,15157845.0
6746,2018,5,6,3,0,5626825.0
6747,2018,5,6,4,0,6052093.0
6748,2018,5,6,5,0,6111867.0
6749,2018,5,6,6,0,3657792.0
6750,2018,5,6,7,0,7254700.0
6751,2018,5,6,8,0,1910527.0
6752,2018,5,6,9,0,2607731.0
6769,2018,5,7,1,0,2197954.0
6770,2018,5,7,2,0,12357625.0
6771,2018,5,7,3,0,4588292.0
6772,2018,5,7,4,0,4853269.0
6773,2018,5,7,5,0,5004432.0
6774,2018,5,7,6,0,2931621.0
6775,2018,5,7,7,0,5946676.0
6776,2018,5,7,8,0,1531204.0
6777,2018,5,7,9,0,2177819.0
6794,2018,6,1,1,0,1386147.0
6795,2018,6,1,2,0,7523922.0
6796,2018,6,1,3,0,2769293.0
6797,2018,6,1,4,0,3013526.0
6798,2018,6,1,5,0,2762060.0
6799,2018,6,1,6,0,1769606.0
6800,2018,6,1,7,0,3382869.0
6801,2018,6,1,8,0,885249.0
6802,2018,6,1,9,0,1239112.0
6819,2018,6,2,1,0,2490387.0
6820,2018,6,2,2,0,13483962.0
6821,2018,6,2,3,0,5040360.0
6822,2018,6,2,4,0,5330480.0
6823,2018,6,2,5,0,4892139.0
6824,2018,6,2,6,0,3074938.0
6825,2018,6,2,7,0,5844165.0
6826,2018,6,2,8,0,1510248.0
6827,2018,6,2,9,0,2169234.0
6844,2018,6,3,1,0,3092721.0
6845,2018,6,3,2,0,18442989.0
6846,2018,6,3,3,0,6721004.0
6847,2018,6,3,4,0,6791821.0
6848,2018,6,3,5,0,7158381.0
6849,2018,6,3,6,0,4126555.0
6850,2018,6,3,7,0,8350790.0
6851,2018,6,3,8,0,2191819.0
6852,2018,6,3,9,0,3213964.0
6869,2018,6,4,1,0,2328853.0
6870,2018,6,4,2,0,13905229.0
6871,2018,6,4,3,0,5038056.0
6872,2018,6,4,4,0,5182589.0
6873,2018,6,4,5,0,5535101.0
6874,2018,6,4,6,0,3178608.0
6875,2018,6,4,7,0,6478279.0
6876,2018,6,4,8,0,1688845.0
6877,2018,6,4,9,0,2425016.0
6894,2018,6,5,1,0,1985045.0
6895,2018,6,5,2,0,11084888.0
6896,2018,6,5,3,0,4054417.0
6897,2018,6,5,4,0,4419709.0
6898,2018,6,5,5,0,4438706.0
6899,2018,6,5,6,0,2612624.0
6900,2018,6,5,7,0,5166277.0
6901,2018,6,5,8,0,1357739.0
6902,2018,6,5,9,0,1936308.0
6919,2018,6,6,1,0,2299705.0
6920,2018,6,6,2,0,13762526.0
6921,2018,6,6,3,0,4989863.0
6922,2018,6,6,4,0,5156445.0
6923,2018,6,6,5,0,5512087.0
6924,2018,6,6,6,0,3147139.0
6925,2018,6,6,7,0,6462890.0
6926,2018,6,6,8,0,1683719.0
6927,2018,6,6,9,0,2415333.0
6944,2018,6,7,1,0,2304406.0
6945,2018,6,7,2,0,13502032.0
6946,2018,6,7,3,0,4941910.0
6947,2018,6,7,4,0,5090696.0
6948,2018,6,7,5,0,5498593.0
6949,2018,6,7,6,0,3108767.0
6950,2018,6,7,7,0,6456646.0
6951,2018,6,7,8,0,1681329.0
6952,2018,6,7,9,0,2393049.0
6969,2018,7,1,1,0,1565251.0
6970,2018,7,1,2,0,9047248.0
6971,2018,7,1,3,0,3284239.0
6972,2018,7,1,4,0,3458884.0
6973,2018,7,1,5,0,3130839.0
6974,2018,7,1,6,0,2077460.0
6975,2018,7,1,7,0,3949484.0
6976,2018,7,1,8,0,1061142.0
6977,2018,7,1,9,0,1489655.0
6994,2018,7,2,1,0,1920212.0
6995,2018,7,2,2,0,10490700.0
6996,2018,7,2,3,0,3860408.0
6997,2018,7,2,4,0,3988910.0
6998,2018,7,2,5,0,3659912.0
6999,2018,7,2,6,0,2367130.0
7000,2018,7,2,7,0,4419194.0
7001,2018,7,2,8,0,1161704.0
7002,2018,7,2,9,0,1669046.0
7019,2018,7,3,1,0,2466778.0
7020,2018,7,3,2,0,14655886.0
7021,2018,7,3,3,0,5288710.0
7022,2018,7,3,4,0,5152550.0
7023,2018,7,3,5,0,5564630.0
7024,2018,7,3,6,0,3184909.0
7025,2018,7,3,7,0,6460092.0
7026,2018,7,3,8,0,1700917.0
7027,2018,7,3,9,0,2570579.0
7044,2018,7,4,1,0,2343662.0
7045,2018,7,4,2,0,13966288.0
7046,2018,7,4,3,0,4963927.0
7047,2018,7,4,4,0,4960416.0
7048,2018,7,4,5,0,5406018.0
7049,2018,7,4,6,0,3065003.0
7050,2018,7,4,7,0,6259892.0
7051,2018,7,4,8,0,1651960.0
7052,2018,7,4,9,0,2427010.0
7069,2018,7,5,1,0,2316306.0
7070,2018,7,5,2,0,13900535.0
7071,2018,7,5,3,0,4945868.0
7072,2018,7,5,4,0,4952905.0
7073,2018,7,5,5,0,5455463.0
7074,2018,7,5,6,0,3060443.0
7075,2018,7,5,7,0,6289573.0
7076,2018,7,5,8,0,1661550.0
7077,2018,7,5,9,0,2425646.0
7094,2018,7,6,1,0,2822270.0
7095,2018,7,6,2,0,16922764.0
7096,2018,7,6,3,0,6028590.0
7097,2018,7,6,4,0,6058630.0
7098,2018,7,6,5,0,6621281.0
7099,2018,7,6,6,0,3716708.0
7100,2018,7,6,7,0,7688552.0
7101,2018,7,6,8,0,2021516.0
7102,2018,7,6,9,0,2980926.0
7119,2018,7,7,1,0,2760152.0
7120,2018,7,7,2,0,16422979.0
7121,2018,7,7,3,0,5881116.0
7122,2018,7,7,4,0,5848221.0
7123,2018,7,7,5,0,6470622.0
7124,2018,7,7,6,0,3594215.0
7125,2018,7,7,7,0,7538924.0
7126,2018,7,7,8,0,1988154.0
7127,2018,7,7,9,0,2912676.0
7144,2018,8,1,1,0,1278356.0
7145,2018,8,1,2,0,7303364.0
7146,2018,8,1,3,0,2622458.0
7147,2018,8,1,4,0,2755082.0
7148,2018,8,1,5,0,2564535.0
7149,2018,8,1,6,0,1663249.0
7150,2018,8,1,7,0,3162825.0
7151,2018,8,1,8,0,852928.0
7152,2018,8,1,9,0,1191049.0
7169,2018,8,2,1,0,1819864.0
7170,2018,8,2,2,0,10054610.0
7171,2018,8,2,3,0,3655415.0
7172,2018,8,2,4,0,3723678.0
7173,2018,8,2,5,0,3574377.0
7174,2018,8,2,6,0,2255853.0
7175,2018,8,2,7,0,4254088.0
7176,2018,8,2,8,0,1116932.0
7177,2018,8,2,9,0,1604846.0
7194,2018,8,3,1,0,2874278.0
7195,2018,8,3,2,0,16922928.0
7196,2018,8,3,3,0,6126111.0
7197,2018,8,3,4,0,5974693.0
7198,2018,8,3,5,0,6419005.0
7199,2018,8,3,6,0,3699269.0
7200,2018,8,3,7,0,7543425.0
7201,2018,8,3,8,0,1984913.0
7202,2018,8,3,9,0,3003278.0
7219,2018,8,4,1,0,2721690.0
7220,2018,8,4,2,0,16266262.0
7221,2018,8,4,3,0,5803150.0
7222,2018,8,4,4,0,5741730.0
7223,2018,8,4,5,0,6290740.0
7224,2018,8,4,6,0,3569998.0
7225,2018,8,4,7,0,7375979.0
7226,2018,8,4,8,0,1945662.0
7227,2018,8,4,9,0,2850632.0
7244,2018,8,5,1,0,2596373.0
7245,2018,8,5,2,0,15163935.0
7246,2018,8,5,3,0,5443815.0
7247,2018,8,5,4,0,5445252.0
7248,2018,8,5,5,0,5886256.0
7249,2018,8,5,6,0,3365442.0
7250,2018,8,5,7,0,6858963.0
7251,2018,8,5,8,0,1835123.0
7252,2018,8,5,9,0,2652188.0
7269,2018,8,6,1,0,2243944.0
7270,2018,8,6,2,0,13306447.0
7271,2018,8,6,3,0,4779176.0
7272,2018,8,6,4,0,4700198.0
7273,2018,8,6,5,0,5173822.0
7274,2018,8,6,6,0,2923534.0
7275,2018,8,6,7,0,6060277.0
7276,2018,8,6,8,0,1592508.0
7277,2018,8,6,9,0,2364205.0
7294,2018,8,7,1,0,2200992.0
7295,2018,8,7,2,0,12887548.0
7296,2018,8,7,3,0,4643617.0
7297,2018,8,7,4,0,4553836.0
7298,2018,8,7,5,0,5042390.0
7299,2018,8,7,6,0,2806257.0
7300,2018,8,7,7,0,5956950.0
7301,2018,8,7,8,0,1553784.0
7302,2018,8,7,9,0,2299181.0
7319,2018,9,1,1,0,1777292.0
7320,2018,9,1,2,0,8951172.0
7321,2018,9,1,3,0,3422552.0
7322,2018,9,1,4,0,3590536.0
7323,2018,9,1,5,0,3324068.0
7324,2018,9,1,6,0,2188500.0
7325,2018,9,1,7,0,4044726.0
7326,2018,9,1,8,0,1060136.0
7327,2018,9,1,9,0,1519412.0
7344,2018,9,2,1,0,2551864.0
7345,2018,9,2,2,0,12968078.0
7346,2018,9,2,3,0,5005101.0
7347,2018,9,2,4,0,5080485.0
7348,2018,9,2,5,0,4794234.0
7349,2018,9,2,6,0,3065785.0
7350,2018,9,2,7,0,5724633.0
7351,2018,9,2,8,0,1478398.0
7352,2018,9,2,9,0,2133359.0
7369,2018,9,3,1,0,2514011.0
7370,2018,9,3,2,0,14573525.0
7371,2018,9,3,3,0,5398601.0
7372,2018,9,3,4,0,5331863.0
7373,2018,9,3,5,0,5675438.0
7374,2018,9,3,6,0,3336400.0
7375,2018,9,3,7,0,6687162.0
7376,2018,9,3,8,0,1751206.0
7377,2018,9,3,9,0,2585819.0
7394,2018,9,4,1,0,2397783.0
7395,2018,9,4,2,0,13864844.0
7396,2018,9,4,3,0,5080936.0
7397,2018,9,4,4,0,5122921.0
7398,2018,9,4,5,0,5501239.0
7399,2018,9,4,6,0,3231582.0
7400,2018,9,4,7,0,6527366.0
7401,2018,9,4,8,0,1689279.0
7402,2018,9,4,9,0,2432113.0
